Gene_ID,Sl_hyd_r1,Sl_hyd_r2,Sl_hyd_r3,Sl_des_r1,Sl_des_r2,Sl_des_r3,Sl_rehyd_r1,Sl_rehyd_r2,Sl_rehyd_r3
MSTRG.1,0.0,7.162661,3.492559,5.126064,4.994085,0.0,3.699383,0.0,3.602468
MSTRG.3,2.169504,5.655545,3.68191,6.450573,0.0,3.713546,0.0,5.207649,5.091651
MSTRG.2,0.0,2.020574,1.419148,4.320733,2.483055,3.565959,0.0,3.462222,4.34364
MSTRG.7,5.781504,3.424452,10.874105,16.05563,8.846451,1.68199,5.585032,4.827728,4.183879
MSTRG.8,108.844261,59.248386,29.701366,318.910522,140.100922,61.813358,91.508873,537.093567,272.206604
MSTRG.9,48.138481,23.22584,11.695021,120.340614,41.896675,17.836746,27.92873,170.638779,60.628532
MSTRG.6,0.0,2.935089,1.542043,3.232949,4.998357,3.336197,5.167984,7.49384,5.758175
MSTRG.11,3.07956,6.357199,2.568193,1.322623,1.240971,3.969047,0.0,2.063068,0.611063
MSTRG.13,217.0681,380.618347,177.013489,304.590363,374.922485,207.266296,117.699982,231.414352,200.650848
MSTRG.17,0.0,1.081679,1.192591,1.75794,4.397615,2.284245,0.0,1.088516,2.657512
MSTRG.22,18.888849,16.640856,17.552366,16.496166,12.588081,16.325027,24.324022,19.093157,20.932331
MSTRG.16,57.146709,46.211174,54.445904,74.146278,86.976189,58.839325,27.217781,72.008911,63.561539
MSTRG.10,12.916475,9.925096,23.538559,18.030104,17.921957,9.646025,21.460936,6.843958,5.942477
MSTRG.4,727.478516,793.764404,718.607056,394.856232,364.227661,458.063995,271.087708,764.772644,611.237793
MSTRG.12,3.421899,0.0,0.0,5.066167,9.743139,8.247925,5.216827,3.920782,5.289446
MSTRG.14,0.0,5.115752,3.239873,37.095783,81.870354,25.289501,49.405312,3.051959,3.540626
MSTRG.15,105.829414,110.949074,171.28627,115.580025,157.069534,147.921509,58.966053,99.001579,88.646225
MSTRG.20,4.190383,0.927603,0.891793,4.28743,1.391016,0.0,0.0,8.110653,0.0
MSTRG.18,4.900283,4.521523,2.354213,6.503485,4.240312,4.323393,2.543102,6.198939,11.067949
MSTRG.21,9.965757,9.545499,11.835253,24.119057,20.842464,18.034937,18.779907,13.586875,18.902384
MSTRG.19,2.452043,2.300474,3.459137,2.533648,5.275261,4.616672,21.338779,0.0,2.147002
MSTRG.24,18.001036,21.884695,13.221848,30.983967,36.425255,37.356968,64.811066,32.109066,40.39035
MSTRG.25,0.0,0.0,0.0,4.382233,5.416883,6.868271,19.000381,0.0,1.037908
MSTRG.26,0.0,2.654352,3.656616,18.979567,18.412611,19.865747,49.027061,1.967424,4.437889
MSTRG.28,0.0,1.818706,3.889907,49.433907,72.231155,35.882153,84.550484,15.857549,11.678547
MSTRG.29,2.755616,3.158118,8.111684,84.307571,87.653732,52.77198,29.603058,18.853731,12.16876
MSTRG.30,0.0,0.0,0.0,39.270065,32.714363,11.401207,9.800244,11.715842,10.863255
MSTRG.27,51.409962,55.691772,40.338287,10.535382,11.162958,26.991877,7.31748,68.535591,62.947685
MSTRG.31,4.930001,1.394873,5.370082,14.75155,10.168303,9.570518,9.587108,12.169332,4.320393
MSTRG.33,7.123194,3.018641,5.230134,2.574953,2.096985,9.957266,12.009349,12.618408,10.004132
MSTRG.32,2.386702,1.479065,0.0,2.466354,3.617713,1.693397,0.0,1.888241,4.582409
MSTRG.34,6.447688,1.148961,0.0,9.214595,0.0,0.0,2.639003,2.239099,0.0
MSTRG.37,3.096929,3.138663,4.506332,5.02592,2.333527,1.856853,4.065314,3.497509,5.253298
MSTRG.35,7.69784,7.699051,13.558327,13.260525,8.994087,9.047648,20.391642,5.210832,6.396772
MSTRG.38,8.855668,6.849718,8.843009,7.944548,3.547587,4.191341,4.029747,5.1789,9.742498
MSTRG.39,42.122524,36.327778,50.164795,53.780499,51.636066,45.236042,40.412884,38.207615,39.580532
MSTRG.40,226.857224,185.352432,205.699356,265.988495,244.39032,227.632324,135.688019,236.206207,231.196365
MSTRG.41,100.665573,87.102348,75.630386,65.999878,49.565022,61.603176,38.764858,78.079529,76.890221
MSTRG.42,5.248739,4.991702,0.0,0.0,0.0,0.0,0.0,3.042449,1.490014
MSTRG.43,11.430128,8.588352,10.238713,6.060764,6.86086,5.939468,6.117518,9.12103,5.577672
MSTRG.44,13.160607,13.540468,10.598105,19.01977,9.486785,15.782854,13.754647,17.58708,19.205212
MSTRG.45,13.303171,13.756822,12.502975,17.335726,12.567128,14.954247,14.808755,13.550145,15.264489
MSTRG.46,6.483772,4.549383,5.484031,11.277967,4.311337,11.14695,9.612466,9.082103,12.889562
MSTRG.48,13.166412,13.321143,12.339404,17.76333,12.62759,14.929665,12.548623,13.481876,14.696207
MSTRG.47,1.889948,1.945394,1.697651,1.426751,1.364027,0.0,0.0,2.173959,2.470621
MSTRG.49,0.0,1.134703,1.608118,2.223431,2.374103,0.0,2.22143,0.0,0.932747
MSTRG.53,4.075689,4.489207,4.477816,6.926158,5.04665,9.709082,2.307578,7.590426,3.145775
MSTRG.50,3.302117,2.26004,2.079345,10.200022,5.801196,8.107602,9.031379,2.229646,3.43062
MSTRG.51,2.163634,3.924844,1.696311,3.304616,1.232002,1.830104,0.0,2.622542,1.42745
MSTRG.52,4.043911,3.3878,3.185702,9.910131,6.302885,7.779257,10.021803,1.989057,3.689847
MSTRG.54,2.912929,3.332409,3.578168,3.25548,2.929374,4.010066,2.083018,3.323495,2.360638
MSTRG.55,3.184733,2.602873,2.252948,10.946364,6.902441,8.283903,8.274042,2.465601,3.56066
MSTRG.56,3.919766,4.79432,3.117385,3.827679,1.672591,3.757585,0.0,3.997798,2.788984
MSTRG.57,3.385609,2.292129,1.993595,9.671757,5.890512,8.118821,7.824624,2.667146,3.824397
MSTRG.58,3.539127,4.180003,3.651756,4.387438,2.69092,4.030425,2.239629,3.512653,2.463456
MSTRG.59,3.380982,3.816042,2.880098,3.293611,2.127124,3.539732,0.0,3.349798,2.641325
MSTRG.61,36.274254,34.244488,30.709232,24.897392,19.3771,24.822878,38.221081,25.480724,26.27593
MSTRG.60,22.153135,24.0361,26.187801,20.603535,20.50901,17.807341,10.673945,32.195644,22.856567
MSTRG.63,40.576019,29.225758,22.705343,25.395351,22.086824,40.890583,9.505509,38.888752,41.920963
MSTRG.62,40.894844,39.343037,35.15683,32.831841,31.082951,29.455423,12.152556,49.525261,42.262611
MSTRG.65,8.249826,9.780668,8.26993,16.52611,15.607318,10.577381,10.836774,8.657605,9.261415
MSTRG.66,5.78745,7.299377,4.895233,14.630711,12.091919,11.710443,24.101807,5.852891,6.631328
MSTRG.64,3.9864,6.27672,5.071566,13.174357,12.706835,9.070434,18.58132,3.852942,6.875888
MSTRG.67,13.617925,15.446492,10.135699,26.749334,23.449142,23.511713,22.581966,10.646206,14.08525
MSTRG.68,70.168571,74.57988,85.764435,70.440804,59.676224,76.178772,34.609978,89.397026,89.650299
MSTRG.69,96.293617,83.491142,62.198193,23.672184,26.594374,53.682941,30.929947,43.907459,44.11895
MSTRG.70,207.36879,208.880142,218.883743,156.402557,158.832672,179.788742,75.685364,222.21785,219.657303
MSTRG.71,31.840742,17.199423,21.682999,4.039944,3.538572,13.12196,5.024988,20.333918,12.297607
MSTRG.72,83.006523,81.806503,80.687607,93.706047,75.963219,78.585953,57.072083,57.875061,58.455929
MSTRG.75,10.592188,10.445615,8.866901,25.258417,22.951345,22.750551,19.016151,13.314242,14.222766
MSTRG.73,5.918406,6.910373,6.471,17.89439,17.158319,16.234648,13.393138,9.927822,10.841007
MSTRG.74,0.0,0.0,0.0,2.35471,1.961039,3.511455,3.731221,1.719438,2.541845
MSTRG.76,0.0,0.0,0.0,2.397259,1.771855,3.623226,2.975627,0.0,2.576194
MSTRG.77,5.840359,12.653392,12.373097,10.407858,10.686934,9.466983,9.200544,7.903467,11.555098
MSTRG.78,5.491445,7.574367,8.520686,6.871384,6.031928,6.04034,7.080466,5.886006,7.235709
MSTRG.79,4.770589,7.088181,7.171236,5.975844,5.301751,5.612531,6.765623,5.881735,6.345623
MSTRG.80,13.281391,13.556691,14.365817,12.699048,12.283666,10.787397,10.267424,8.741832,13.2725
MSTRG.81,24.262333,22.068815,18.082272,37.701237,22.875191,27.230474,21.718204,31.247707,35.889091
MSTRG.82,61.751045,58.985558,52.192852,75.480164,63.196373,70.985718,57.144417,55.835693,64.403374
MSTRG.83,26.760643,25.956335,22.928364,14.650655,14.102663,22.278589,7.704738,24.131784,17.10158
MSTRG.84,28.707857,27.134922,22.114986,28.969391,25.839516,31.232584,31.905626,33.090126,36.026127
MSTRG.85,7.752192,6.861365,8.141101,2.737523,4.290247,3.483159,0.0,7.364341,6.161195
MSTRG.86,7.156137,7.188799,7.776148,2.621224,4.361047,3.387601,0.0,6.226231,5.731234
MSTRG.87,4.683168,5.563432,5.372932,2.43462,4.040709,4.143379,0.0,3.371553,3.356222
MSTRG.88,11.406583,11.625115,10.748051,5.148607,6.679503,7.987518,0.0,7.018699,7.682214
MSTRG.89,28.353836,24.587303,21.148132,26.765438,18.898491,19.87743,16.339687,26.646311,24.014959
MSTRG.90,28.173223,24.952082,20.863142,25.267321,20.40377,21.699097,19.73769,26.435486,25.15148
MSTRG.91,95.644951,79.925064,75.548103,96.030495,83.668297,81.635071,60.190113,92.734222,94.223915
MSTRG.92,10.089049,10.783302,9.810392,11.598269,10.025818,9.02517,7.850103,10.742472,11.41808
MSTRG.94,19.515499,20.192356,20.07819,20.763641,16.145901,13.800426,14.429663,20.921202,22.94821
MSTRG.93,5.896856,5.002433,4.191603,9.185726,7.434422,7.171841,4.535137,8.532808,10.774501
MSTRG.95,18.490744,18.980648,18.605988,18.574064,14.893405,13.148104,13.81483,19.936346,21.800262
MSTRG.96,10.033786,11.449863,10.276978,13.630323,10.22712,9.438894,7.629561,11.10363,13.274644
MSTRG.98,18.714918,19.559269,19.171738,19.387478,15.523973,13.069983,13.582438,20.506536,22.207138
MSTRG.100,15.551536,9.779491,12.046558,14.608253,14.004512,14.21908,11.277002,15.891253,19.993216
MSTRG.97,8.663941,10.23426,8.060064,11.594133,8.594286,8.457646,5.586493,9.584332,11.619817
MSTRG.99,17.689793,18.193647,17.942017,17.825386,13.835284,12.879826,12.958124,19.189812,21.375559
MSTRG.101,92.551193,78.602798,86.401108,162.767487,130.369446,118.899071,58.715809,106.028961,122.85038
MSTRG.102,7.172927,7.442326,5.036124,5.179555,5.213386,6.796952,5.218822,7.102078,5.83872
MSTRG.104,4.804348,4.271695,3.663932,6.429044,6.294396,6.047348,7.781989,6.921272,6.425807
MSTRG.103,113.124458,99.676392,111.595528,206.78241,168.316483,145.018097,74.286324,146.730545,161.166306
MSTRG.105,9.383988,11.389242,8.538704,16.425386,15.836353,15.0406,14.106855,15.416398,17.607153
MSTRG.106,6.965138,5.602796,4.791595,9.788283,8.223937,8.756472,8.874106,8.291635,8.795874
MSTRG.107,7.278002,5.803499,5.391841,10.65784,9.117034,9.205987,9.427864,8.461315,8.729033
MSTRG.108,5.219395,5.092235,4.556573,6.682634,7.743498,6.807748,7.87846,6.932967,6.622043
MSTRG.109,5.921052,4.762661,4.884752,8.027343,7.439199,7.314662,10.090147,6.802108,7.038647
MSTRG.110,6.607229,6.426615,5.663438,9.155856,9.289467,10.167896,7.651612,8.976049,8.907669
MSTRG.111,4.332961,4.268233,4.373075,6.702819,5.004163,5.473032,6.944958,5.862402,7.20242
MSTRG.113,6.146663,6.671472,6.914523,7.712719,6.420052,6.780759,5.124465,7.013993,7.475204
MSTRG.112,2.368707,1.381911,1.916849,3.54223,2.20006,2.555778,2.813963,2.674943,2.68475
MSTRG.116,1.215991,3.133843,2.982589,3.565296,2.858505,3.811463,6.987123,3.148804,2.751702
MSTRG.114,8.965387,9.342153,7.907409,8.214948,8.632745,7.243428,5.705032,8.19546,9.028979
MSTRG.115,5.210724,4.605575,3.613496,4.496698,3.331497,3.863311,6.386814,4.466728,3.674713
MSTRG.117,6.242405,6.813797,6.056133,7.500449,5.481379,6.429679,5.049155,6.339078,7.319488
MSTRG.118,6.853617,5.535358,3.820446,5.306496,3.953383,4.762245,7.081324,4.798018,4.553289
MSTRG.119,2.771691,3.003397,4.710609,6.943848,3.95626,3.86604,5.865029,2.995068,1.592169
MSTRG.122,6.495899,7.418584,7.206371,8.725065,6.513719,7.500877,5.042961,7.193037,7.427318
MSTRG.120,1.179048,5.675869,5.091598,3.244536,4.463304,3.503602,0.0,1.393484,2.877978
MSTRG.121,4.86533,4.32145,3.201424,4.480669,3.592766,4.118083,6.178995,3.854769,3.777877
MSTRG.124,3.426433,1.728036,4.143839,3.650073,2.032001,1.996659,2.650244,2.243395,1.823586
MSTRG.125,1.517259,4.435425,1.209052,6.496819,5.613212,2.558489,10.277856,2.403031,0.978716
MSTRG.123,5.159407,6.426164,6.231827,7.434306,5.979465,5.737062,4.608484,6.460274,6.775744
MSTRG.126,152.873566,123.151756,117.258492,158.976425,158.736298,119.490929,81.683212,135.751358,100.446602
MSTRG.127,253.102554,203.181961,174.341461,139.038727,116.859833,163.541214,93.556564,246.320969,195.525208
MSTRG.129,98.005486,62.031055,78.307259,134.288208,83.250542,71.567673,287.74173,116.158371,116.371803
MSTRG.128,268.88974,238.441513,207.19754,150.867538,132.417755,193.112152,112.499382,253.090225,213.430588
MSTRG.130,99.369621,80.200653,78.896706,136.523392,84.451302,71.743011,332.774323,117.207764,118.006035
MSTRG.131,275.400665,280.093079,249.026596,175.594543,155.294601,216.512405,124.478027,247.843079,236.405167
MSTRG.132,310.978271,320.497162,271.609497,194.912094,173.321915,236.91864,157.140152,268.684479,262.278717
MSTRG.133,6.431315,6.739137,4.745673,8.35714,8.575198,7.282469,26.205477,6.740751,6.595901
MSTRG.134,6.852564,1.89623,3.467599,5.848713,3.771994,7.675481,10.090824,9.448513,5.462703
MSTRG.135,40.392372,29.147039,30.122278,46.262779,27.08617,31.280155,143.707138,40.694351,40.152935
MSTRG.136,7.338004,3.282647,4.393556,0.0,0.0,2.150453,0.0,5.133484,2.984246
MSTRG.137,123.289185,65.726212,88.179207,59.533089,53.789185,71.60556,90.1754,86.084053,71.677742
MSTRG.138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSTRG.140,124.079781,69.686844,90.066925,61.776485,57.187622,72.270241,104.299149,86.509224,72.297089
MSTRG.141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSTRG.139,42.13229,49.108147,57.598244,44.697926,39.089767,35.902977,33.146145,57.990566,62.016674
MSTRG.142,56.102688,48.729282,46.677502,53.133537,36.248264,43.410023,44.968151,50.404911,52.128101
MSTRG.143,69.164391,76.500633,69.002403,58.061527,46.816833,55.477158,50.239101,57.288902,65.011681
MSTRG.144,35.363953,29.94075,27.278505,70.072739,49.329205,54.986034,43.690975,40.351852,49.569553
MSTRG.145,10.885413,7.543823,6.1159,12.078717,8.34605,10.979352,3.60822,8.937452,6.310046
MSTRG.146,12.046159,10.196804,11.967346,14.153149,12.814281,19.417238,6.745827,9.132669,10.508471
MSTRG.147,8.051089,5.923199,5.994,9.42812,7.049695,8.289084,2.189946,3.926167,5.463197
MSTRG.148,13.807564,10.393329,14.489067,18.934977,12.843439,21.187408,7.152566,9.459528,11.176162
MSTRG.149,2.703275,1.375614,2.714695,6.90386,2.090846,1.439363,4.77471,3.407769,2.594106
MSTRG.150,9.001739,9.13372,4.041131,14.419636,24.851814,22.80459,17.557631,9.370685,9.542356
MSTRG.153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSTRG.152,7.358211,8.299402,4.14586,14.770615,21.000847,21.855537,20.857042,9.468377,9.166012
MSTRG.151,75.556427,46.031593,55.943096,42.23513,23.036501,50.472786,26.474398,35.85907,41.586037
MSTRG.155,20.652771,5.722302,11.078522,26.861963,20.604618,15.639753,12.621035,9.486821,10.295254
MSTRG.154,67.479614,82.543098,63.316818,39.17765,42.874157,44.385944,37.896622,51.234962,40.629639
MSTRG.156,97.680931,113.355774,98.524078,16.600239,49.145134,30.260395,118.57737,98.648758,169.475708
MSTRG.157,81.583954,57.014015,80.413994,172.745605,123.719498,162.517853,41.248775,76.961655,53.184357
MSTRG.158,31.878534,28.246256,28.757912,37.721024,29.302645,35.286053,42.062004,40.047375,44.624996
MSTRG.162,0.0,0.0,1.421228,6.186032,4.864761,2.311793,0.0,1.588542,1.375448
MSTRG.159,29.122004,29.219395,26.263611,34.75367,26.390448,29.354513,33.805779,36.396118,37.069183
MSTRG.160,6.028669,8.89543,6.693811,4.060291,3.510114,4.311726,3.487095,6.946905,6.914445
MSTRG.161,7.888051,6.911242,6.010833,5.340105,3.78913,4.973791,3.96501,5.508682,6.839671
MSTRG.163,5.152145,7.540431,5.801073,3.734858,3.411826,3.530491,3.034146,5.115314,5.99872
MSTRG.164,4.246294,10.226864,5.557792,4.154531,2.031129,4.503548,4.581615,4.492581,5.145076
MSTRG.165,2.771117,2.488974,1.706408,6.554451,3.404529,5.126425,4.574564,0.0,2.478653
MSTRG.166,0.0,1.556222,3.322556,7.637982,3.964866,1.818714,2.173611,0.0,1.375015
MSTRG.168,3.746408,1.651014,1.465975,4.632965,9.259353,2.406648,8.046521,1.402973,0.892366
MSTRG.169,8.484051,5.907557,6.807855,13.23661,12.44375,17.266432,22.073717,8.311485,9.583118
MSTRG.170,0.0,0.0,2.653757,4.569746,8.005072,3.767297,7.980707,3.78856,0.0
MSTRG.171,2.607268,1.227481,3.161115,7.089478,6.018499,5.923443,10.378426,2.789158,3.406227
MSTRG.172,12.203708,12.791583,10.967367,22.262062,21.264467,19.517273,22.657139,9.980516,11.76072
MSTRG.174,6.34973,4.902647,5.774269,9.214293,6.639686,7.524327,4.101623,6.654171,9.35194
MSTRG.173,12.063869,14.183854,12.200464,10.08814,7.479655,9.554793,11.092342,8.165119,10.18341
MSTRG.175,21.40797,15.911753,20.649391,21.673334,14.563709,16.610725,27.119022,13.674552,11.209041
MSTRG.176,64.820557,49.799267,49.698544,51.841713,39.217472,59.970577,105.808029,82.223022,84.031837
MSTRG.177,64.665466,49.022629,45.622288,43.113327,36.275406,51.158112,88.864792,70.329834,71.867302
MSTRG.179,252.171127,251.514267,237.749023,252.036285,224.971497,222.551453,217.83725,303.235474,299.216339
MSTRG.178,50.506016,49.953056,64.12336,63.470116,65.35025,61.290184,42.585011,76.300034,77.37307
MSTRG.181,20.363008,12.732422,16.771742,104.315834,103.788033,41.774609,100.949463,30.895975,29.060253
MSTRG.182,1.834809,1.71383,2.035238,18.75712,12.647357,6.273932,8.632033,1.492855,2.947559
MSTRG.180,60.019756,56.717522,75.023621,69.155724,77.523308,71.816116,58.196217,87.64637,89.699974
MSTRG.183,451.59613,500.140198,599.423767,882.349365,817.588318,688.325378,380.978821,641.755066,825.023254
MSTRG.184,29.572531,21.842037,18.480408,43.124771,34.565826,43.009296,37.999367,28.26895,25.806225
MSTRG.185,20.891243,12.519866,16.648046,125.49472,101.994835,59.401783,98.919968,36.71257,23.454781
MSTRG.186,18.289686,20.608063,18.50589,18.78982,14.097053,16.630743,15.75317,17.730082,17.561033
MSTRG.187,21.130114,23.913309,20.38533,22.211729,18.870653,20.675884,18.47616,23.473763,21.713287
MSTRG.188,22.411724,23.281176,21.39168,22.582769,17.839041,21.381889,19.539093,23.38183,22.367022
MSTRG.189,2.19381,3.632712,4.085475,5.189643,3.505774,7.248687,3.285857,3.467267,3.330842
MSTRG.190,1.69793,2.144198,5.323057,5.607488,5.597616,8.674886,1.996376,5.760135,3.548009
MSTRG.191,2.065968,2.957274,1.795593,5.805501,5.226689,4.04629,5.586927,2.393996,3.341277
MSTRG.192,1.796838,1.887985,1.40354,4.298247,3.973647,2.802745,3.730301,2.383218,3.018659
MSTRG.193,2.914096,3.624328,2.897566,8.198627,7.518844,5.683382,8.71948,4.148955,4.988128
MSTRG.194,0.0,1.912344,3.648729,5.17942,2.777527,3.980122,2.566099,1.910075,2.490814
MSTRG.195,3.009306,2.764862,4.326555,5.724055,4.522278,7.961797,2.036843,4.138899,3.750385
MSTRG.197,4.078756,8.771431,4.221344,2.475433,1.761863,4.923831,1.944212,3.700633,10.858881
MSTRG.198,9.359225,10.972703,6.32127,5.325462,3.289078,5.619452,4.903502,7.671669,10.257877
MSTRG.199,4.044234,4.45124,3.970646,4.16574,2.237821,4.434247,2.670499,3.741192,5.453289
MSTRG.200,2.29461,3.385115,2.03394,2.368594,0.0,3.066853,0.0,2.961753,4.538101
MSTRG.201,11.491134,3.348022,4.901731,5.498123,2.059808,8.893434,0.0,11.683791,3.034742
MSTRG.202,3.940253,10.088345,2.34572,13.083954,7.467641,10.119921,5.729768,2.659887,6.601964
MSTRG.203,1.963286,0.83938,0.0,6.075665,5.687112,6.736114,11.363602,5.840433,5.844752
MSTRG.204,0.0,0.816779,0.719263,3.8707,4.185321,4.473543,9.561022,2.192413,2.771061
MSTRG.205,2.982224,0.954017,0.0,6.6313,6.700613,11.368868,11.146934,8.333898,6.790249
MSTRG.206,7.589587,8.407109,4.054005,6.455181,3.484403,3.700166,7.237662,5.351433,4.192368
MSTRG.207,7.036286,9.110673,3.706888,6.508799,3.700581,3.510118,8.57196,5.561583,3.888976
MSTRG.208,10.798562,12.177989,4.45006,5.369549,2.340823,3.100394,5.276983,8.223571,4.557827
MSTRG.209,5.362119,5.012571,2.107151,5.90898,6.117364,4.369598,27.361404,5.832326,4.268876
MSTRG.210,8.284678,3.739468,5.883264,52.877872,46.088902,17.944487,39.50808,41.889286,54.646664
MSTRG.211,2.942934,4.415482,5.121858,2.661767,5.742387,6.837278,0.0,4.919039,4.181355
MSTRG.212,4.187557,3.967935,1.055412,2.420696,4.90399,3.755958,6.439101,3.143801,2.267582
MSTRG.213,29.652878,27.622637,15.861036,77.198669,53.281128,56.865379,24.156982,30.096779,28.716738
MSTRG.214,60.711758,48.397728,46.115192,168.882751,123.470993,120.280083,51.390961,61.180408,58.32259
MSTRG.215,2.348675,1.794766,0.0,1.752071,0.0,2.926306,0.0,6.423913,1.036892
MSTRG.217,15.094264,12.22866,11.48834,14.810145,16.21916,14.598135,15.81446,17.276657,16.844976
MSTRG.216,206.221451,199.964554,242.543213,136.182343,132.817917,158.420929,108.885147,152.950302,170.910339
MSTRG.220,9.190621,7.810583,6.838176,13.594852,7.214902,9.032001,9.505602,11.876652,5.139438
MSTRG.218,3.143044,3.25353,3.503813,4.00933,1.126686,7.079993,3.169209,2.460234,2.202632
MSTRG.219,3.254966,4.770351,2.930759,4.748151,1.539928,3.130001,5.710413,2.541988,1.627099
MSTRG.221,3.41824,3.279125,3.006992,4.385769,3.306304,3.890909,2.906599,2.593154,3.066322
MSTRG.222,4.734275,4.795908,4.539642,7.577381,5.179671,4.682801,5.783313,3.444414,5.133076
MSTRG.224,4.2365,4.252519,2.540781,2.00783,3.365021,6.450087,1.95644,2.05707,4.482606
MSTRG.223,3.178293,3.601122,3.998219,1.853217,2.395888,0.0,2.365026,2.649255,2.63343
MSTRG.225,4.229436,4.390509,3.7602,6.276376,4.044255,3.048866,3.713228,3.122828,3.499879
MSTRG.226,4.789502,5.013313,4.125848,7.636809,4.801895,4.589898,5.205749,3.887304,4.469736
MSTRG.227,2.373245,2.067609,3.28082,1.591637,1.80321,1.262688,2.217416,2.344425,2.89823
MSTRG.228,5.858938,5.172373,4.281085,8.240638,5.245876,6.002069,4.892329,3.749122,4.824831
MSTRG.229,3.862771,3.759099,5.182487,3.35455,2.61184,3.681059,0.0,6.105475,6.464199
MSTRG.230,1.754439,2.267422,0.818264,3.580585,5.079717,4.577229,0.0,2.103071,4.057308
MSTRG.231,6.134408,7.743784,10.414049,6.85549,6.956149,8.151728,6.37614,8.537107,10.239833
MSTRG.232,1.821042,2.777162,1.470507,1.373864,1.001888,2.447501,0.0,1.119933,1.910225
MSTRG.234,2.801967,2.315059,2.125519,6.138587,3.123644,3.542384,3.514374,1.978491,3.555132
MSTRG.233,6.549043,7.430608,10.183443,6.931504,6.927592,7.585719,6.458989,9.133211,10.356173
MSTRG.235,6.308795,6.112589,9.140292,6.627842,6.381434,7.527072,5.747395,9.433869,10.745829
MSTRG.236,5.736652,5.076321,5.635658,4.436537,3.656373,5.408004,2.483312,5.916525,6.759043
MSTRG.237,6.430338,8.059963,8.751296,8.728124,8.419499,7.521295,5.830151,7.566362,9.058376
MSTRG.239,6.39497,6.208973,9.865873,5.316719,6.804448,5.783731,4.276751,8.162766,9.029551
MSTRG.238,5.790784,5.364126,6.524439,4.316539,4.910308,5.859673,3.583114,6.607988,6.704604
MSTRG.240,9.51317,10.169539,14.334707,8.363223,8.341269,10.658982,7.239427,12.026157,13.25562
MSTRG.242,2.9109,0.0,0.869373,3.006628,1.779985,3.067363,5.162724,1.787372,2.429547
MSTRG.241,8.480865,10.2412,13.988023,8.582683,8.162801,9.315387,9.20213,12.07009,13.577415
MSTRG.243,134.884613,141.291031,116.375031,107.773117,104.446915,105.282227,77.356407,145.330276,138.067352
MSTRG.244,101.298615,107.396797,88.839478,83.283096,82.273918,78.766846,66.82515,109.53981,103.898438
MSTRG.246,8.703417,6.477336,12.523618,20.651163,17.070305,17.377577,29.058146,9.23188,11.820531
MSTRG.245,187.16452,250.555084,134.568176,162.00882,105.988335,132.04454,149.353439,90.964172,77.097725
MSTRG.248,27.848476,29.593346,24.782742,51.483105,35.183754,34.890625,31.901297,26.250715,26.994581
MSTRG.247,35.257229,38.328457,31.626825,56.387699,43.548447,40.893021,33.359081,30.224752,32.051563
MSTRG.249,34.983662,33.277416,29.730492,38.907898,38.570896,43.32185,18.624899,16.155161,15.22347
MSTRG.250,19.699753,21.370064,16.015083,12.113302,13.78516,18.050007,12.331227,16.563271,18.606424
MSTRG.252,5.181823,4.489922,2.964979,11.247907,12.797137,9.922593,12.868025,7.73598,4.46887
MSTRG.251,35.807632,38.1422,26.556564,22.24511,24.014652,28.216114,23.267721,31.557497,31.330997
MSTRG.253,0.0,1.648662,1.735975,2.184339,2.637746,4.167789,4.018006,2.322752,1.388922
MSTRG.254,5.228711,3.699877,2.830709,5.181562,5.587228,5.433805,9.444375,5.720248,3.551312
MSTRG.255,7.429953,3.11158,2.335312,8.210497,9.796133,7.349479,6.231235,3.019166,4.579695
MSTRG.256,0.0,2.932223,1.727048,3.295498,4.025151,5.181102,7.199324,2.783763,1.684506
MSTRG.257,5.430029,3.834874,2.794065,5.634151,5.514883,5.364782,10.00885,5.902059,3.505344
MSTRG.258,137.843079,129.824692,136.972,88.415436,74.570702,80.892044,151.92334,112.739082,129.870468
MSTRG.259,150.423019,118.141258,99.15712,318.483398,253.350616,271.739441,144.672729,271.267059,273.449799
MSTRG.260,73.691612,102.371994,114.096344,36.445782,77.719208,87.928963,67.750908,73.677147,65.548813
MSTRG.262,201.284805,271.462219,229.407974,183.152969,142.84993,175.008682,73.61937,192.499619,164.689957
MSTRG.263,4.789634,5.06576,14.772293,4.42111,8.927492,0.0,6.296573,12.574325,10.487107
MSTRG.261,160.680481,216.012833,173.387711,129.494965,112.633125,147.807236,53.841805,170.739334,145.495361
MSTRG.264,8.509703,3.701687,3.893571,4.123859,3.878486,9.058275,4.274647,4.541023,3.029953
MSTRG.265,171.977722,233.767639,182.528732,138.102722,115.741447,149.675125,55.311306,188.446396,153.656448
MSTRG.266,167.828873,184.020615,154.820297,155.826111,186.009171,165.368896,91.272522,203.294037,160.072693
MSTRG.267,8.60745,8.714714,6.313332,7.077129,3.603687,6.07725,14.74628,8.100907,11.102883
MSTRG.269,1.268741,2.420727,2.963433,0.0,1.35492,1.261457,5.895209,1.375076,2.081398
MSTRG.268,1.479317,0.0,0.0,5.007944,4.753551,2.308184,5.597401,0.0,0.959682
