gene_id,mean_hydrated,mean_dehydrated,mean_rehydrated,log2FC,pvalue,cp_hyd_r1,cp_hyd_r3,cp_wc2_r2,cp_wc2_r3,cp_wc60_r1,cp_wc60_r2,cp_wc60_r3,cp_rehyd_r1,cp_rehyd_r2,cp_rehyd_r3,padj
Cp_V2_contig_1,121.548,760.44,624.341,2.6443,0.037190013597618046,0.0,243.097,706.912,1243.076,1128.766,347.496,375.951,546.475,786.789,539.759,0.7818663273930058
Cp_V2_contig_10,29.505,46.814,36.655,0.6642,0.6684849700701209,0.0,59.01,36.901,40.795,0.0,51.562,104.81,31.663,43.552,34.75,0.9448250654666482
Cp_V2_contig_100,2920.45,2957.256,2400.942,0.0181,0.9920613683775136,0.0,5840.9,2181.922,1503.823,1363.092,5611.185,4126.26,3675.54,1840.886,1686.401,1.0
Cp_V2_contig_1000,61.736,137.049,73.503,1.1492,0.4211457038275648,0.0,123.473,89.098,129.924,313.452,51.769,101.004,81.372,93.498,45.64,0.8406649930787851
Cp_V2_contig_10000,56.324,218.276,272.338,1.9524,0.16889938489994039,0.0,112.649,222.491,403.18,394.78,59.194,11.734,283.163,298.673,235.179,0.7818663273930058
Cp_V2_contig_10004,78.854,207.668,178.381,1.3959,0.31376610737130534,0.0,157.708,85.981,149.807,61.335,375.889,365.327,398.167,61.932,75.044,0.7818663273930058
Cp_V2_contig_10006,0.0,1.884,0.0,4.3102,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,9.419,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10008,0.0,0.0,4.906,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.292,7.425,1.0
Cp_V2_contig_1001,13.67,104.293,33.47,2.9224,0.03192547921128669,0.0,27.34,0.0,153.698,144.696,118.421,104.651,36.421,14.984,49.006,0.7818663273930058
Cp_V2_contig_10011,0.0,0.464,7.82,2.4966,0.37390096630005887,0.0,0.0,0.0,2.322,0.0,0.0,0.0,23.46,0.0,0.0,0.7818663273930058
Cp_V2_contig_10012,0.0,0.502,2.508,2.5895,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,2.509,0.0,0.0,0.0,7.524,0.7818663273930058
Cp_V2_contig_10013,92.605,124.001,115.85,0.4208,0.7941126036258093,0.0,185.209,47.195,112.494,109.623,246.674,104.017,166.518,95.196,85.835,0.9862331451931678
Cp_V2_contig_10016,15.594,200.92,130.636,3.679,0.03974329778226538,0.0,31.189,115.052,379.962,321.754,70.812,117.019,23.624,166.418,201.865,0.7818663273930058
Cp_V2_contig_10017,106.074,315.178,253.351,1.5702,0.2529907870602842,0.0,212.149,346.822,487.91,596.575,86.075,58.509,14.273,389.374,356.407,0.7818663273930058
Cp_V2_contig_10021,64.903,149.21,102.01,1.1997,0.40524174586100525,0.0,129.807,156.81,132.082,138.597,100.065,218.498,94.005,118.37,93.656,0.8215155660123782
Cp_V2_contig_10023,0.0,5.719,0.0,5.8626,0.28154260365648154,0.0,0.0,0.0,4.873,23.721,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10025,75.968,80.865,68.085,0.09,0.9596174823836763,0.0,151.936,71.119,36.986,19.654,147.812,128.752,60.373,37.059,106.823,1.0
Cp_V2_contig_10026,6.053,0.0,0.0,-5.9433,0.5000000000000001,0.0,12.107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_10030,36.521,177.296,176.192,2.2762,0.13980576904754122,0.0,73.041,172.686,150.968,165.875,211.749,185.2,45.936,312.059,170.58,0.7818663273930058
Cp_V2_contig_10037,49.67,63.474,73.704,0.3532,0.8322836636587739,0.0,99.339,10.657,30.543,37.445,137.087,101.638,120.582,71.522,29.008,0.9992334599856079
Cp_V2_contig_1004,26.499,93.843,134.062,1.8204,0.18766292849950186,0.0,52.997,212.885,88.622,105.049,41.886,20.772,13.781,191.49,196.915,0.7818663273930058
Cp_V2_contig_10040,2.967,0.0,0.0,-4.9385,0.5000000000000001,0.0,5.933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_10043,77.571,208.819,191.207,1.4275,0.332958003331405,0.0,155.143,240.76,206.087,235.174,197.965,164.112,168.815,232.146,172.66,0.7818663273930058
Cp_V2_contig_10046,27.581,27.657,39.591,0.004,0.9982867144640818,0.0,55.162,21.386,17.724,0.0,66.034,33.139,61.357,10.588,46.828,1.0
Cp_V2_contig_10047,32.792,38.078,20.678,0.215,0.8990853183385499,0.0,65.585,37.771,12.263,28.126,49.122,63.108,12.304,14.484,35.245,1.0
Cp_V2_contig_10048,37.082,139.516,216.211,1.9088,0.16251653902469199,0.0,74.164,247.14,227.604,169.603,30.559,22.674,96.138,340.927,211.567,0.7818663273930058
Cp_V2_contig_10049,54.079,148.073,131.827,1.4515,0.30401283391952183,0.0,108.159,204.947,187.904,127.245,84.7,135.571,112.215,169.415,113.852,0.7818663273930058
Cp_V2_contig_1005,179.396,724.507,1101.705,2.0132,0.16322773263154655,0.0,358.792,1758.398,576.826,782.783,237.668,266.86,163.073,1548.506,1593.537,0.7818663273930058
Cp_V2_contig_10058,5.091,56.923,51.729,3.4574,0.11343926485869858,0.0,10.182,18.632,63.605,153.507,14.781,34.091,59.881,40.955,54.352,0.7818663273930058
Cp_V2_contig_10059,0.0,4.716,4.695,5.5899,0.17952312199159684,0.0,0.0,10.874,0.0,12.708,0.0,0.0,0.0,14.085,0.0,0.7818663273930058
Cp_V2_contig_1006,0.0,4.435,10.153,5.503,0.09390107534192672,0.0,0.0,10.584,6.606,0.0,4.984,0.0,23.132,0.0,7.326,0.7818663273930058
Cp_V2_contig_10062,43.777,33.389,86.167,-0.3898,0.8528550748873216,0.0,87.553,68.727,37.705,0.0,47.987,12.526,109.918,98.093,50.491,1.0
Cp_V2_contig_10063,16.076,2.319,0.0,-2.7414,0.5487824613493679,0.0,32.151,0.0,4.513,0.0,7.081,0.0,0.0,0.0,0.0,0.9078846173048445
Cp_V2_contig_10067,2.926,5.064,8.82,0.7707,0.6390909123026004,0.0,5.853,15.442,2.485,0.0,7.391,0.0,12.14,6.992,7.326,0.9351693332894171
Cp_V2_contig_10068,25.336,3.327,3.992,-2.8916,0.5434310016818895,0.0,50.672,0.0,0.0,0.0,16.637,0.0,11.976,0.0,0.0,0.9078846173048445
Cp_V2_contig_10069,5.973,6.924,4.983,0.2098,0.9103140164007582,0.0,11.946,10.729,0.0,23.89,0.0,0.0,0.0,0.0,14.949,1.0
Cp_V2_contig_10070,32.311,37.751,83.372,0.2238,0.8954541500880844,0.0,64.623,25.084,66.058,12.538,64.144,20.93,57.748,34.063,158.304,1.0
Cp_V2_contig_10071,33.514,61.937,106.128,0.8841,0.5572333123583029,0.0,67.028,28.926,92.317,136.055,52.387,0.0,153.394,94.896,70.093,0.9078846173048445
Cp_V2_contig_10072,14.552,5.883,18.949,-1.2922,0.6574899031902626,0.0,29.104,0.0,7.325,0.0,10.037,12.051,36.257,10.788,9.801,0.940323564069077
Cp_V2_contig_1008,14.712,35.534,35.153,1.2664,0.3655953969526856,0.0,29.425,43.933,36.626,55.913,17.256,23.943,48.069,29.767,27.622,0.7818663273930058
Cp_V2_contig_10080,5.212,11.676,32.486,1.1486,0.41289618774019654,0.0,10.423,21.314,8.502,17.621,0.0,10.941,22.64,74.818,0.0,0.8307083690150217
Cp_V2_contig_10082,0.0,1.975,0.0,4.3752,0.3739009663000589,0.0,0.0,0.0,9.876,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10085,0.0,2.423,0.0,4.657,0.37390096630005887,0.0,0.0,0.0,0.0,12.114,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10086,5.973,10.957,8.191,0.8645,0.5710117593750758,0.0,11.946,0.0,19.0,0.0,12.478,23.309,0.0,24.573,0.0,0.9113335168925318
Cp_V2_contig_10087,9.02,10.026,4.773,0.1509,0.9428001975927781,0.0,18.04,0.0,47.516,0.0,2.612,0.0,0.0,7.192,7.128,1.0
Cp_V2_contig_10092,0.0,5.52,0.0,5.8125,0.32746775057045896,0.0,0.0,0.0,2.355,25.246,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_101,47.665,8.705,6.383,-2.4396,0.5624643033916095,0.0,95.331,0.0,0.0,0.0,36.231,7.294,0.0,4.595,14.553,0.9085561679592362
Cp_V2_contig_10101,4.63,28.977,25.097,2.6199,0.03533979461172448,0.0,9.26,27.694,36.332,18.638,39.548,22.674,24.28,36.061,14.949,0.7818663273930058
Cp_V2_contig_10103,0.0,18.079,4.917,7.5061,0.19315291832264167,0.0,0.0,0.0,0.0,0.0,34.581,55.814,0.0,0.0,14.751,0.7818663273930058
Cp_V2_contig_10104,38.645,123.364,49.745,1.672,0.21102925063571948,0.0,77.291,59.592,132.475,131.48,84.923,208.351,0.0,71.122,78.113,0.7818663273930058
Cp_V2_contig_10105,0.0,10.399,0.0,6.7141,0.19765698495061682,0.0,0.0,0.0,0.0,0.0,32.966,19.027,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10108,0.0,3.185,3.664,5.038,0.37390096630005887,0.0,0.0,0.0,0.0,15.927,0.0,0.0,10.992,0.0,0.0,0.7818663273930058
Cp_V2_contig_10112,16.737,55.28,24.137,1.7177,0.22606594814652342,0.0,33.474,25.664,19.523,17.282,97.229,116.702,18.046,40.306,14.058,0.7818663273930058
Cp_V2_contig_1012,0.0,1.43,0.0,3.9355,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,7.15,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10120,13.269,193.065,292.318,3.8528,0.08434741943389022,0.0,26.539,487.32,201.917,160.284,63.954,51.85,145.847,314.606,416.502,0.7818663273930058
Cp_V2_contig_10121,27.541,69.183,149.843,1.3257,0.38101769310633193,0.0,55.082,194.798,33.748,49.305,44.756,23.309,72.021,201.679,175.828,0.791864349414697
Cp_V2_contig_10124,3.047,9.379,7.248,1.5909,0.30887209368889096,0.0,6.093,0.0,7.194,0.0,15.916,23.784,0.0,7.192,14.553,0.7818663273930058
Cp_V2_contig_10126,14.392,3.609,11.196,-1.966,0.5883457233063196,0.0,28.784,0.0,0.0,0.0,18.047,0.0,11.976,14.484,7.128,0.9188233060773783
Cp_V2_contig_1013,714.378,4210.365,2875.141,2.559,0.041113610732704135,0.0,1428.756,4083.355,6366.445,6580.118,1759.066,2262.839,2208.047,3590.671,2826.706,0.7818663273930058
Cp_V2_contig_10132,0.0,1.102,4.047,3.5873,0.37390096630005876,0.0,0.0,5.51,0.0,0.0,0.0,0.0,12.14,0.0,0.0,0.7818663273930058
Cp_V2_contig_1014,5.973,29.316,14.741,2.2761,0.0657740281066595,0.0,11.946,10.802,39.896,48.797,23.616,23.467,0.0,29.767,14.454,0.7818663273930058
Cp_V2_contig_10140,14.472,44.272,29.854,1.6065,0.23423075938022392,0.0,28.944,26.534,49.805,72.687,26.194,46.142,0.0,29.368,60.193,0.7818663273930058
Cp_V2_contig_10144,10.784,22.837,11.514,1.0755,0.4489833771680671,0.0,21.568,31.318,5.657,34.395,18.872,23.943,0.0,21.177,13.365,0.8749574756599819
Cp_V2_contig_10145,11.866,19.644,17.54,0.7224,0.6334530737486959,0.0,23.732,38.133,22.008,12.538,25.541,0.0,36.913,7.292,8.415,0.9340927246707945
Cp_V2_contig_10146,97.616,201.472,183.834,1.0446,0.4721370733286571,0.0,195.231,205.165,271.49,253.134,115.362,162.209,203.103,212.667,135.732,0.8811143061996468
Cp_V2_contig_10148,79.576,189.664,185.848,1.252,0.37860903799335605,0.0,159.152,267.511,226.002,199.423,171.187,84.196,88.427,216.463,252.653,0.7888174550913147
Cp_V2_contig_10162,60.253,169.612,149.734,1.4916,0.2869107318148987,0.0,120.506,143.688,190.651,260.25,103.95,149.524,147.652,221.558,79.994,0.7818663273930058
Cp_V2_contig_10163,5.933,3.262,4.806,-0.8434,0.7380804549072316,0.0,11.866,16.312,0.0,0.0,0.0,0.0,0.0,6.892,7.524,0.9657659440640327
Cp_V2_contig_10164,133.836,229.086,237.914,0.775,0.6047659345620072,0.0,267.671,246.632,199.922,135.208,273.023,290.644,171.44,296.975,245.327,0.9256282078250024
Cp_V2_contig_10166,164.684,228.634,175.689,0.4731,0.7648359954474874,0.0,329.367,151.372,295.82,315.993,119.625,260.359,112.871,230.548,183.649,0.9752052113359156
Cp_V2_contig_10167,8.819,4.735,11.955,-0.8833,0.7265806007686987,0.0,17.639,0.0,4.84,0.0,18.837,0.0,0.0,14.184,21.681,0.9619502394085513
Cp_V2_contig_10168,5.332,0.0,0.0,-5.7634,0.5000000000000001,0.0,10.664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_1017,232.032,227.148,348.576,-0.0307,0.9867274730033273,0.0,464.065,279.111,116.418,49.983,393.558,296.67,258.226,327.142,460.359,1.0
Cp_V2_contig_10171,15.675,10.57,9.92,-0.5641,0.801100865472467,0.0,31.349,0.0,9.68,0.0,20.178,22.991,12.468,7.192,10.098,0.9895253127489123
Cp_V2_contig_10172,40.65,39.068,26.409,-0.0571,0.9756959989069461,0.0,81.3,21.096,9.614,25.076,93.568,45.983,64.475,0.0,14.751,1.0
Cp_V2_contig_10173,34.837,105.163,82.104,1.5912,0.23483975695225787,0.0,69.674,34.871,156.805,144.866,62.425,126.85,75.466,74.319,96.527,0.7818663273930058
Cp_V2_contig_10176,57.006,115.223,95.744,1.014,0.4985909044525513,0.0,114.012,41.033,4.807,74.212,219.965,236.099,106.801,72.221,108.209,0.8811143061996468
Cp_V2_contig_1018,135.66,502.338,380.752,1.8879,0.1639460352550713,0.0,271.319,472.821,782.095,974.242,112.234,170.296,23.46,631.309,487.486,0.7818663273930058
Cp_V2_contig_10182,0.0,16.0,0.0,7.3309,0.098578072001485,0.0,0.0,0.0,16.841,0.0,23.994,39.165,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10191,22.85,50.487,59.09,1.1403,0.4194707362153209,0.0,45.701,21.241,47.973,87.597,65.656,29.968,73.99,58.036,45.244,0.8384643674076488
Cp_V2_contig_10192,11.626,1.884,0.0,-2.5634,0.5543269171817905,0.0,23.251,0.0,0.0,0.0,9.419,0.0,0.0,0.0,0.0,0.9078846173048445
Cp_V2_contig_10193,21.127,11.312,15.585,-0.8953,0.7262009123410772,0.0,42.253,0.0,0.0,0.0,9.625,46.934,46.756,0.0,0.0,0.9617485105254718
Cp_V2_contig_10194,20.365,39.725,37.949,0.9605,0.5244297694341564,0.0,40.73,8.772,68.249,90.308,20.041,11.258,23.296,40.356,50.194,0.9003853308095706
Cp_V2_contig_10195,10.583,2.881,4.728,-1.8417,0.5972026475480374,0.0,21.167,0.0,0.0,0.0,14.403,0.0,0.0,14.184,0.0,0.9209562388038304
Cp_V2_contig_10198,2.926,0.0,4.047,-4.9196,0.5000000000000001,0.0,5.853,0.0,0.0,0.0,0.0,0.0,12.14,0.0,0.0,0.8811143061996468
Cp_V2_contig_10199,58.088,35.145,13.011,-0.7233,0.7624034408710916,0.0,116.177,5.51,2.355,0.0,73.356,94.503,24.28,0.0,14.751,0.9747383104021615
Cp_V2_contig_102,48.627,72.168,27.303,0.5686,0.721540836412369,0.0,97.255,15.007,48.889,61.335,54.69,180.919,0.0,37.159,44.749,0.9608516071160849
Cp_V2_contig_10200,0.0,0.0,1.386,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.158,1.0
Cp_V2_contig_10204,2.926,0.0,0.0,-4.9196,0.5000000000000001,0.0,5.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_10206,2.926,16.174,58.789,2.4268,0.2928209260193616,0.0,5.853,53.575,0.0,0.0,27.294,0.0,49.053,88.603,38.71,0.7818663273930058
Cp_V2_contig_10207,0.0,8.142,0.0,6.365,0.26742479529610297,0.0,0.0,0.0,3.172,33.209,4.331,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_1021,280.018,976.903,826.497,1.8023,0.1714224867370602,0.0,560.037,1065.551,1481.39,1313.279,491.526,532.768,557.303,964.145,958.043,0.7818663273930058
Cp_V2_contig_10213,0.0,4.357,0.0,5.4781,0.25523258002293386,0.0,0.0,0.0,4.84,0.0,16.947,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10214,13.991,25.448,77.609,0.8584,0.5657010368404235,0.0,27.982,18.342,28.712,0.0,56.719,23.467,176.69,56.139,0.0,0.9097499532549584
Cp_V2_contig_10215,22.971,37.365,58.17,0.6995,0.6476169478310736,0.0,45.941,85.328,25.965,37.784,14.437,23.309,29.858,101.289,43.363,0.9385799308249454
Cp_V2_contig_10217,32.592,7.563,7.824,-2.093,0.5823349765249681,0.0,65.184,1.764,0.0,8.811,5.042,22.199,3.992,19.479,0.0,0.9163986770785637
Cp_V2_contig_10225,48.106,18.806,29.166,-1.3504,0.6512378898119925,0.0,96.213,15.732,4.676,0.0,32.553,41.068,36.749,28.868,21.879,0.939674006523743
Cp_V2_contig_10226,49.028,100.859,108.09,1.0391,0.4714645284387737,0.0,98.057,96.565,43.363,103.863,157.437,103.065,73.005,144.342,106.922,0.8811143061996468
Cp_V2_contig_10227,0.0,1.031,0.0,3.4998,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,5.156,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10229,5.973,14.656,10.917,1.2808,0.35760273457377884,0.0,11.946,27.549,9.68,12.369,23.684,0.0,0.0,25.622,7.128,0.7818663273930058
Cp_V2_contig_1023,0.0,0.0,2.531,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.592,0.0,1.0
Cp_V2_contig_10230,42.374,110.918,155.084,1.3862,0.320986023337512,0.0,84.747,154.707,115.568,36.936,121.481,125.898,85.146,176.657,203.449,0.7818663273930058
Cp_V2_contig_10231,11.866,27.018,19.976,1.1803,0.4510547075274938,0.0,23.732,47.413,68.739,0.0,18.941,0.0,0.0,14.784,45.145,0.8777361787275137
Cp_V2_contig_10233,5.693,0.894,12.342,-2.5433,0.5525147794264382,0.0,11.385,0.0,0.0,0.0,4.469,0.0,22.968,0.0,14.058,0.9078846173048445
Cp_V2_contig_10234,0.0,1.011,0.0,3.4733,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,5.053,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10235,18.08,19.91,24.553,0.1383,0.9372075848542617,0.0,36.16,31.971,38.359,21.518,7.7,0.0,20.343,28.169,25.147,1.0
Cp_V2_contig_10238,55.202,122.075,98.181,1.1435,0.42368581976987424,0.0,110.404,115.124,163.116,178.244,86.659,67.23,92.528,128.16,73.856,0.8444884423994294
Cp_V2_contig_10239,102.266,149.098,221.368,0.5435,0.7324097202198236,0.0,204.532,105.845,42.839,49.305,251.624,295.877,371.918,125.862,166.323,0.9635414052474789
Cp_V2_contig_1024,29.906,43.615,35.251,0.5429,0.726398980632538,0.0,59.812,52.052,41.956,47.272,29.7,47.093,76.123,14.484,15.147,0.9617822410635293
Cp_V2_contig_10242,28.162,35.748,73.488,0.343,0.8393680888413105,0.0,56.324,9.57,38.212,94.374,25.644,10.941,42.983,74.518,102.962,1.0
Cp_V2_contig_10245,43.015,48.674,63.6,0.1779,0.9214931997285846,0.0,86.03,21.604,0.0,0.0,107.284,114.482,190.799,0.0,0.0,1.0
Cp_V2_contig_1025,14.712,19.027,24.443,0.3688,0.8239752138460564,0.0,29.425,34.4,24.706,0.0,2.887,33.139,0.0,57.587,15.741,0.9957612888171339
Cp_V2_contig_10254,27.02,59.124,76.58,1.1268,0.4271549840259121,0.0,54.039,62.927,106.542,42.358,48.434,35.359,76.943,48.547,104.249,0.8477494849544189
Cp_V2_contig_10257,0.0,1.926,0.0,4.3403,0.17816401747611882,0.0,0.0,0.0,4.644,0.0,4.984,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10258,0.0,2.776,4.761,4.8461,0.18969274881566747,0.0,0.0,5.51,8.372,0.0,0.0,0.0,0.0,14.284,0.0,0.7818663273930058
Cp_V2_contig_1026,0.0,5.015,0.0,5.6767,0.37390096630005887,0.0,0.0,0.0,0.0,25.076,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10260,195.873,218.662,267.006,0.1587,0.9268482961506088,0.0,391.745,279.328,110.107,91.325,349.18,263.372,179.315,174.909,446.796,1.0
Cp_V2_contig_10263,0.0,3.796,6.523,5.2838,0.18934368348606032,0.0,0.0,0.0,0.0,0.0,7.562,11.416,11.976,7.592,0.0,0.7818663273930058
Cp_V2_contig_10267,76.529,102.977,112.587,0.4278,0.7885480727936911,0.0,153.058,93.665,131.036,118.434,53.144,118.604,195.556,48.847,93.359,0.9842988728799152
Cp_V2_contig_10272,194.409,155.329,85.924,-0.3236,0.8747088390313605,0.0,388.819,27.186,213.951,68.451,143.429,323.625,222.626,22.276,12.87,1.0
Cp_V2_contig_10274,49.67,414.777,226.016,3.0593,0.02341128424508859,0.0,99.339,456.872,485.36,468.484,309.099,354.069,129.933,271.403,276.711,0.7818663273930058
Cp_V2_contig_10280,0.0,4.091,2.414,5.3891,0.11763342776578276,0.0,0.0,9.606,8.355,0.0,2.492,0.0,0.0,7.242,0.0,0.7818663273930058
Cp_V2_contig_10284,38.485,88.664,49.72,1.2019,0.40627860088670414,0.0,76.97,86.996,100.95,118.519,79.612,57.241,42.327,51.044,55.788,0.8222895464681491
Cp_V2_contig_10286,0.0,17.847,38.123,7.4876,0.11507308708798661,0.0,0.0,31.826,44.703,12.708,0.0,0.0,11.812,43.552,59.005,0.7818663273930058
Cp_V2_contig_1029,2267.929,2297.726,1796.869,0.0188,0.9917171291534692,0.0,4535.858,1424.77,1456.013,1079.122,4203.361,3325.363,2751.405,1325.05,1314.153,1.0
Cp_V2_contig_10293,2.886,0.509,0.0,-2.2945,0.5595118067461328,0.0,5.773,0.0,0.0,0.0,2.544,0.0,0.0,0.0,0.0,0.9078846173048445
Cp_V2_contig_10296,14.472,21.137,4.653,0.5434,0.728073392741315,0.0,28.944,5.51,41.008,24.229,11.791,23.15,0.0,0.0,13.959,0.9625457424294152
Cp_V2_contig_10301,119.304,304.825,148.139,1.3526,0.3291234957339006,0.0,238.607,82.138,397.98,456.115,327.215,260.676,151.917,116.772,175.729,0.7818663273930058
Cp_V2_contig_10303,0.0,18.689,7.512,7.5537,0.12896333344783367,0.0,0.0,0.0,0.0,35.92,9.797,47.727,0.0,6.992,15.543,0.7818663273930058
Cp_V2_contig_10304,25.296,64.969,27.301,1.3574,0.32294033970840713,0.0,50.592,10.584,77.47,83.361,38.156,115.275,2.461,71.422,8.019,0.7818663273930058
Cp_V2_contig_10305,16.637,40.696,45.962,1.2854,0.41656651962873803,0.0,33.273,25.954,0.0,0.0,72.875,104.651,70.052,35.162,32.671,0.835033650730631
Cp_V2_contig_10306,105.914,177.289,138.877,0.7427,0.6208084773600945,0.0,211.828,148.472,102.782,123.178,282.733,229.281,169.307,135.552,111.773,0.9324161697605912
Cp_V2_contig_10309,8.459,23.645,17.907,1.4721,0.28151552404498514,0.0,16.917,23.561,15.37,0.0,33.309,45.983,17.554,14.784,21.384,0.7818663273930058
Cp_V2_contig_10310,8.579,31.456,5.556,1.8623,0.15571489988711082,0.0,17.158,34.871,48.153,37.614,14.919,21.723,0.0,14.984,1.683,0.7818663273930058
Cp_V2_contig_10311,176.229,277.65,159.498,0.6555,0.6671525356428006,0.0,352.458,148.182,255.237,437.477,212.471,334.883,0.0,269.006,209.488,0.9443902959642279
Cp_V2_contig_10314,26.499,49.572,79.345,0.9011,0.5522082076592638,0.0,52.997,108.164,77.274,52.694,9.728,0.0,11.976,104.486,121.574,0.9078846173048445
Cp_V2_contig_10316,27.541,135.555,98.473,2.2951,0.07169262530777704,0.0,55.082,70.394,99.937,149.949,167.062,190.433,115.989,82.41,97.022,0.7818663273930058
Cp_V2_contig_10319,5.532,18.295,37.656,1.7076,0.2020375321337858,0.0,11.064,10.729,3.368,12.877,29.459,35.042,84.654,0.0,28.315,0.7818663273930058
Cp_V2_contig_10323,10.664,10.069,8.093,-0.0819,0.9662047952384734,0.0,21.327,0.0,2.06,0.0,24.819,23.467,24.28,0.0,0.0,1.0
Cp_V2_contig_10326,11.626,0.502,0.0,-4.2841,0.5138640726103287,0.0,23.251,0.0,0.0,0.0,2.509,0.0,0.0,0.0,0.0,0.8931853923090536
Cp_V2_contig_10327,14.913,20.645,8.865,0.4666,0.7793123634805841,0.0,29.826,20.879,14.421,0.0,10.209,57.717,11.812,14.784,0.0,0.9806534497312998
Cp_V2_contig_10330,0.0,0.0,11.812,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.436,0.0,0.0,1.0
Cp_V2_contig_10332,0.0,2.146,0.0,4.4892,0.37390096630005887,0.0,0.0,10.729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10333,0.0,1.102,2.376,3.5873,0.37390096630005876,0.0,0.0,5.51,0.0,0.0,0.0,0.0,0.0,0.0,7.128,0.7818663273930058
Cp_V2_contig_10338,32.151,52.425,74.393,0.7037,0.641782123696449,0.0,64.302,97.073,29.759,20.671,60.397,54.228,34.944,81.411,106.823,0.9361056414857006
Cp_V2_contig_10339,0.0,8.686,0.0,6.4571,0.1177387665317551,0.0,0.0,0.0,2.583,12.708,4.194,23.943,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_10340,119.985,149.954,134.817,0.3214,0.8514152900715753,0.0,239.97,71.916,19.817,40.664,239.679,377.695,214.095,64.03,126.327,1.0
Cp_V2_contig_10342,1.951,1.953,0.803,0.0015,0.9993955722854182,0.0,3.902,9.014,0.752,0.0,0.0,0.0,0.0,0.0,2.409,1.0
Cp_V2_contig_10344,51.594,8.401,4.895,-2.6044,0.5556595570319411,0.0,103.188,0.0,2.453,24.907,14.644,0.0,0.0,14.684,0.0,0.9078846173048445
Cp_V2_contig_10346,62.117,134.385,130.1,1.1121,0.4347619419707698,0.0,124.234,132.378,69.36,70.823,196.246,203.118,190.142,108.631,91.527,0.8573375726011381
Cp_V2_contig_10347,121.669,418.096,330.301,1.78,0.1769459826094671,0.0,243.337,334.643,622.805,631.14,298.615,203.277,225.743,386.477,378.683,0.7818663273930058
Cp_V2_contig_10350,8.86,27.86,32.094,1.6419,0.23293383432487877,0.0,17.719,26.461,14.258,0.0,55.928,42.653,59.717,14.784,21.78,0.7818663273930058
Cp_V2_contig_10351,169.615,300.693,335.676,0.8257,0.5796450750744663,0.0,339.229,256.419,259.946,242.798,352.652,391.648,253.469,284.489,469.072,0.9157391720027572
Cp_V2_contig_10352,25.095,147.437,105.868,2.5498,0.03886378752655515,0.0,50.191,101.495,206.217,201.795,103.365,124.313,62.998,141.445,113.159,0.7818663273930058
Cp_V2_contig_10353,20.806,10.873,21.131,-0.93,0.7165747244575806,0.0,41.612,0.0,2.355,25.246,14.712,12.051,49.709,13.685,0.0,0.9593768336751071
Cp_V2_contig_10354,0.0,108.853,48.098,10.0895,0.10856351492984181,0.0,0.0,62.927,288.168,166.214,4.916,22.04,24.116,43.452,76.727,0.7818663273930058
Cp_V2_contig_10356,32.672,62.393,26.674,0.9312,0.5232726299039359,0.0,65.344,67.929,65.044,123.517,19.8,35.676,0.0,58.736,21.285,0.8993697511726647
Cp_V2_contig_10359,14.953,37.171,36.164,1.308,0.3466004870853573,0.0,29.906,29.216,4.84,24.568,54.45,72.78,62.342,46.15,0.0,0.7818663273930058
