gene_id,mean_hydrated,mean_dehydrated,mean_rehydrated,log2FC,pvalue,cp_hyd_r1,cp_hyd_r3,cp_wc2_r2,cp_wc2_r3,cp_wc60_r1,cp_wc60_r2,cp_wc60_r3,cp_rehyd_r1,cp_rehyd_r2,cp_rehyd_r3,padj
Cp_V2_contig_3604,0.0,1.986,0.0,4.3829,0.37390096630005887,0.0,0.0,9.932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36040,0.0,4.34,0.0,5.4724,0.1396395121495224,0.0,0.0,5.51,3.401,0.0,12.787,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36045,0.0,1.361,0.0,3.8691,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,6.806,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36052,3.007,0.0,0.0,-4.9573,0.5000000000000001,0.0,6.013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_36053,12.067,15.688,19.139,0.3759,0.8145732677444686,0.0,24.133,15.587,19.359,12.877,19.044,11.575,0.0,21.776,35.641,0.9919681781104422
Cp_V2_contig_36056,0.641,40.926,4.917,5.7901,0.038762896104629824,0.0,1.283,16.674,76.849,60.149,5.294,45.666,0.0,0.0,14.751,0.7818663273930058
Cp_V2_contig_36057,0.0,0.0,4.818,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.454,1.0
Cp_V2_contig_36061,0.0,2.534,0.0,4.7194,0.20424335313912023,0.0,0.0,0.0,8.306,0.0,4.366,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36062,0.0,20.869,43.284,7.7121,0.20745096687683567,0.0,0.0,74.019,2.387,0.0,4.95,22.991,0.0,73.42,56.431,0.7818663273930058
Cp_V2_contig_36063,5.332,6.612,19.005,0.3054,0.8722271069390999,0.0,10.664,25.809,0.0,0.0,7.253,0.0,0.0,21.077,35.938,1.0
Cp_V2_contig_36064,34.997,29.34,22.357,-0.2536,0.8984761465350736,0.0,69.995,27.114,14.16,12.369,46.44,46.617,0.0,38.758,28.315,1.0
Cp_V2_contig_36065,0.0,15.253,2.531,7.2624,0.19263068878901823,0.0,0.0,0.0,29.333,46.933,0.0,0.0,0.0,7.592,0.0,0.7818663273930058
Cp_V2_contig_36066,2.806,5.722,10.57,1.0024,0.5081454848701654,0.0,5.612,10.802,4.676,0.0,13.131,0.0,0.0,14.284,17.424,0.8889069792425174
Cp_V2_contig_36067,0.0,0.0,3.992,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.976,0.0,0.0,1.0
Cp_V2_contig_3607,42.895,120.822,77.013,1.4918,0.30518319249801773,0.0,85.789,157.607,117.841,133.344,96.851,98.467,113.856,73.819,43.363,0.7818663273930058
Cp_V2_contig_36074,2.926,0.0,3.581,-4.9196,0.5000000000000001,0.0,5.853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.742,0.8811143061996468
Cp_V2_contig_36076,0.0,3.239,0.0,5.0612,0.19836608019617302,0.0,0.0,0.0,5.886,0.0,0.0,10.307,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36077,2.926,2.61,0.0,-0.1595,0.9373299610905278,0.0,5.853,0.0,2.289,0.0,10.759,0.0,0.0,0.0,0.0,1.0
Cp_V2_contig_36080,0.0,0.0,3.696,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.088,0.0,1.0
Cp_V2_contig_36083,6.053,8.225,12.54,0.436,0.805576117391667,0.0,12.107,16.167,0.0,0.0,24.956,0.0,11.484,0.0,26.137,0.9905577101307413
Cp_V2_contig_36085,13.129,12.504,0.0,-0.0698,0.9705920844070377,0.0,26.258,10.802,26.472,25.246,0.0,0.0,0.0,0.0,0.0,1.0
Cp_V2_contig_36086,5.813,0.0,0.0,-5.8858,0.5000000000000001,0.0,11.626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_36087,5.813,18.329,41.066,1.64,0.4318124503226063,0.0,11.626,0.0,0.0,0.0,69.128,22.516,101.387,14.584,7.227,0.8541954076957995
Cp_V2_contig_36088,3.367,14.847,17.61,2.1079,0.1583810697636222,0.0,6.735,29.107,28.908,0.0,5.122,11.099,23.788,14.884,14.157,0.7818663273930058
Cp_V2_contig_36094,2.926,2.324,0.0,-0.32,0.8763314053042291,0.0,5.853,8.047,0.0,0.0,3.575,0.0,0.0,0.0,0.0,1.0
Cp_V2_contig_36104,8.9,2.449,0.0,-1.8201,0.5995743083714745,0.0,17.799,5.437,0.0,0.0,6.806,0.0,0.0,0.0,0.0,0.9224332914748895
Cp_V2_contig_36107,10.664,48.118,25.817,2.1634,0.0905453288824409,0.0,21.327,51.4,42.12,35.242,32.862,78.964,18.538,45.35,13.563,0.7818663273930058
Cp_V2_contig_36108,17.759,12.596,4.156,-0.4923,0.8276454985668869,0.0,35.518,10.729,0.0,0.0,52.25,0.0,12.468,0.0,0.0,0.9973706666337618
Cp_V2_contig_36109,33.193,47.002,49.692,0.5005,0.7505932476382927,0.0,66.387,43.353,41.073,23.89,37.262,89.429,24.445,87.704,36.928,0.9701820506340032
Cp_V2_contig_3611,0.0,9.322,2.531,6.5579,0.03002701002993219,0.0,0.0,10.802,7.292,0.0,17.256,11.258,0.0,7.592,0.0,0.7818663273930058
Cp_V2_contig_36112,10.423,14.343,4.191,0.4568,0.779688713809313,0.0,20.846,0.0,16.089,15.757,4.984,34.884,0.0,0.0,12.573,0.9807755346310001
Cp_V2_contig_36114,1.483,6.033,4.856,1.9537,0.20871080226794456,0.0,2.967,10.439,0.0,0.0,13.939,5.788,0.0,7.192,7.376,0.7818663273930058
Cp_V2_contig_36117,5.853,5.638,0.0,-0.0531,0.97724460557206,0.0,11.706,13.194,7.26,0.0,7.734,0.0,0.0,0.0,0.0,1.0
Cp_V2_contig_36120,0.0,1.677,2.078,4.1518,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,8.387,0.0,6.234,0.0,0.0,0.7818663273930058
Cp_V2_contig_36122,7.336,1.073,0.0,-2.6644,0.5486787071417475,0.0,14.672,5.365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9078846173048445
Cp_V2_contig_36125,9.06,2.035,8.148,-2.1011,0.5778743539477943,0.0,18.12,0.0,0.0,0.0,10.175,0.0,24.445,0.0,0.0,0.9146805856072125
Cp_V2_contig_36128,0.0,49.367,9.889,8.9503,0.050246598376320555,0.0,0.0,84.821,79.792,69.298,12.925,0.0,0.0,29.668,0.0,0.7818663273930058
Cp_V2_contig_36130,0.0,11.717,2.397,6.8847,0.15559154431759162,0.0,0.0,0.0,7.848,37.445,2.509,10.782,0.0,7.192,0.0,0.7818663273930058
Cp_V2_contig_36138,0.0,6.47,0.0,6.0377,0.046317102089113424,0.0,0.0,10.584,2.42,0.0,7.769,11.575,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_3614,14.552,130.307,63.173,3.1538,0.05805490264739573,0.0,29.104,107.875,203.013,259.064,25.609,55.972,45.772,88.703,55.045,0.7818663273930058
Cp_V2_contig_36140,5.893,2.386,19.33,-1.2694,0.6577207607719625,0.0,11.786,0.0,9.353,0.0,2.578,0.0,34.616,23.374,0.0,0.940323564069077
Cp_V2_contig_36144,0.0,1.217,2.531,3.719,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,6.084,0.0,0.0,7.592,0.0,0.7818663273930058
Cp_V2_contig_36147,6.053,1.994,2.442,-1.5554,0.6231899869631222,0.0,12.107,5.075,2.453,0.0,2.441,0.0,0.0,0.0,7.326,0.9334312727433992
Cp_V2_contig_36154,19.002,4.668,0.0,-2.0022,0.586263048009591,0.0,38.004,0.0,0.0,0.0,23.341,0.0,0.0,0.0,0.0,0.9183181427807923
Cp_V2_contig_36156,1.503,1.512,0.0,0.008,0.9965015248594985,0.0,3.007,4.966,0.0,0.0,2.595,0.0,0.0,0.0,0.0,1.0
Cp_V2_contig_36157,5.733,32.075,19.621,2.4637,0.04726719302504567,0.0,11.465,35.596,16.58,26.601,46.715,34.884,36.421,7.492,14.949,0.7818663273930058
Cp_V2_contig_36158,5.773,8.874,2.397,0.6117,0.7392400897250376,0.0,11.546,0.0,4.709,0.0,5.569,34.091,0.0,7.192,0.0,0.966262948071983
Cp_V2_contig_36159,3.047,3.377,13.572,0.1439,0.9370533016337346,0.0,6.093,0.0,2.387,0.0,2.922,11.575,11.648,29.068,0.0,1.0
Cp_V2_contig_3616,5.933,0.0,6.508,-5.9148,0.5000000000000001,0.0,11.866,0.0,0.0,0.0,0.0,0.0,19.523,0.0,0.0,0.8811143061996468
Cp_V2_contig_36161,5.933,28.038,11.457,2.2216,0.07947328862800987,0.0,11.866,31.318,47.712,37.445,4.847,18.869,19.851,7.492,7.029,0.7818663273930058
Cp_V2_contig_36163,10.904,5532.744,4286.689,8.9738,0.06946578957997984,0.0,21.808,7261.593,9823.152,10212.094,170.74,196.141,0.0,6432.162,6427.904,0.7818663273930058
Cp_V2_contig_36164,0.0,3.793,0.0,5.2829,0.19138350531287407,0.0,0.0,0.0,0.0,0.0,7.391,11.575,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36166,0.0,2.315,0.0,4.594,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,0.0,11.575,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36168,0.0,1.275,0.0,3.7817,0.37390096630005887,0.0,0.0,0.0,6.377,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36171,5.933,1.519,6.887,-1.8975,0.5905103939593664,0.0,11.866,0.0,0.0,0.0,7.597,0.0,0.0,7.592,13.068,0.9191722096229336
Cp_V2_contig_36173,0.0,6.813,7.337,6.1112,0.08899332597614078,0.0,0.0,0.0,7.129,0.0,12.031,14.905,0.0,14.784,7.227,0.7818663273930058
Cp_V2_contig_36180,0.0,1.087,0.0,3.5698,0.37390096630005876,0.0,0.0,5.437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36182,0.0,3.424,2.442,5.1393,0.22156034689145376,0.0,0.0,0.0,12.034,0.0,5.087,0.0,0.0,0.0,7.326,0.7818663273930058
Cp_V2_contig_36184,23.171,26.067,28.068,0.1692,0.9223049035820294,0.0,46.342,44.948,14.454,0.0,27.328,43.605,0.0,50.245,33.958,1.0
Cp_V2_contig_36186,0.0,3.803,9.856,5.2865,0.10596679214454864,0.0,0.0,9.859,4.48,0.0,4.675,0.0,22.476,7.092,0.0,0.7818663273930058
Cp_V2_contig_36189,35.077,27.501,35.279,-0.3499,0.8651945297402773,0.0,70.155,24.323,12.083,56.76,21.347,22.991,11.976,34.163,59.698,1.0
Cp_V2_contig_3619,0.0,9.754,10.886,6.6226,0.009984434625251882,0.0,0.0,13.992,4.284,12.03,4.984,13.478,11.648,13.685,7.326,0.7818663273930058
Cp_V2_contig_36191,0.0,7.579,2.497,6.2629,0.025594658751768383,0.0,0.0,5.51,12.132,0.0,10.106,10.148,0.0,7.492,0.0,0.7818663273930058
Cp_V2_contig_36192,0.0,0.0,2.098,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.293,0.0,1.0
Cp_V2_contig_36195,14.111,1.155,0.0,-3.5013,0.5265756942591482,0.0,28.222,0.0,0.0,0.0,5.775,0.0,0.0,0.0,0.0,0.9003853308095706
Cp_V2_contig_36196,0.0,6.015,0.0,5.9342,0.07626327276562672,0.0,0.0,8.192,0.0,0.0,9.831,12.051,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36197,4.41,3.589,0.0,-0.2899,0.8872874254750918,0.0,8.819,0.0,7.162,0.0,0.0,10.782,0.0,0.0,0.0,1.0
Cp_V2_contig_36202,0.0,4.686,17.725,5.5808,0.12624778947144402,0.0,0.0,10.077,2.355,0.0,11.0,0.0,33.796,19.379,0.0,0.7818663273930058
Cp_V2_contig_36203,0.0,12.185,0.0,6.9408,0.14971017059852107,0.0,0.0,10.729,0.0,37.445,12.753,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36204,0.0,3.494,0.0,5.1675,0.18847115440906118,0.0,0.0,10.439,7.031,0.0,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36210,2.967,1.058,9.856,-1.4044,0.6350993707687517,0.0,5.933,5.292,0.0,0.0,0.0,0.0,0.0,7.492,22.077,0.9340927246707945
Cp_V2_contig_36213,5.973,0.477,4.101,-3.3947,0.5259369501570886,0.0,11.946,0.0,2.387,0.0,0.0,0.0,12.304,0.0,0.0,0.9003853308095706
Cp_V2_contig_36214,0.0,4.383,6.358,5.4865,0.18062528083558718,0.0,0.0,0.0,0.0,0.0,9.866,12.051,11.648,0.0,7.425,0.7818663273930058
Cp_V2_contig_36217,14.753,20.122,8.754,0.4452,0.7926795295430696,0.0,29.505,15.587,4.938,0.0,21.416,58.668,11.976,14.284,0.0,0.9855606719025027
Cp_V2_contig_36218,16.196,17.483,9.47,0.1097,0.9506365980189713,0.0,32.392,15.152,8.797,0.0,27.947,35.518,0.0,21.876,6.534,1.0
Cp_V2_contig_36220,23.612,83.843,45.447,1.8238,0.1681070096755061,0.0,47.224,100.552,98.465,118.434,26.606,75.158,24.445,58.436,53.461,0.7818663273930058
Cp_V2_contig_36223,0.0,0.0,7.273,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.82,0.0,0.0,1.0
Cp_V2_contig_36225,85.389,16.538,12.289,-2.3612,0.5673016469497866,0.0,170.777,4.857,0.0,0.0,42.315,35.518,21.984,14.884,0.0,0.9099638659579016
Cp_V2_contig_36226,3.007,17.574,6.325,2.5082,0.24088217041769358,0.0,6.013,15.514,7.26,57.946,7.15,0.0,0.0,7.292,11.682,0.7818663273930058
Cp_V2_contig_36235,6.093,76.991,78.827,3.6377,0.006779999941977348,0.0,12.187,76.194,66.188,107.929,28.566,106.078,108.114,62.332,66.034,0.7818663273930058
Cp_V2_contig_36237,12.147,28.625,13.88,1.2299,0.39507561602396934,0.0,24.294,16.022,38.784,66.248,22.069,0.0,0.0,28.769,12.87,0.8093419531044598
Cp_V2_contig_36239,5.773,11.95,19.192,1.037,0.5005862193313494,0.0,11.546,29.868,19.261,0.0,10.622,0.0,17.718,28.968,10.89,0.8817581338051759
Cp_V2_contig_36242,0.0,5.965,0.0,5.9224,0.28145360241542094,0.0,0.0,0.0,0.0,24.737,5.087,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36246,3.047,0.0,8.093,-4.9758,0.5000000000000001,0.0,6.093,0.0,0.0,0.0,0.0,0.0,24.28,0.0,0.0,0.8811143061996468
Cp_V2_contig_36248,0.0,8.455,0.0,6.4188,0.07378813549509493,0.0,0.0,16.167,0.0,0.0,14.059,12.051,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36249,2.886,10.185,8.466,1.784,0.25202517676651054,0.0,5.773,15.877,25.18,0.0,9.866,0.0,11.812,13.585,0.0,0.7818663273930058
Cp_V2_contig_3625,2.846,5.571,33.708,0.9448,0.6146602508099102,0.0,5.693,21.531,0.0,0.0,6.325,0.0,43.639,29.368,28.117,0.930175805836485
Cp_V2_contig_36251,8.86,66.937,33.885,2.9035,0.05892596017591419,0.0,17.719,31.463,105.659,133.514,28.531,35.518,24.937,43.552,33.166,0.7818663273930058
Cp_V2_contig_36252,0.0,6.348,0.0,6.0107,0.24695273580375351,0.0,0.0,24.141,0.0,0.0,7.597,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36253,0.0,1.006,6.609,3.467,0.17784619425170162,0.0,0.0,0.0,2.485,0.0,2.544,0.0,12.304,0.0,7.524,0.7818663273930058
Cp_V2_contig_36257,0.0,1.217,2.475,3.7186,0.37390096630005887,0.0,0.0,0.0,6.083,0.0,0.0,0.0,0.0,0.0,7.425,0.7818663273930058
Cp_V2_contig_36258,5.893,3.628,13.808,-0.6848,0.7703138150224328,0.0,11.786,0.0,4.873,0.0,13.269,0.0,0.0,15.783,25.642,0.9766607737684319
Cp_V2_contig_3626,145.762,337.904,462.474,1.2124,0.40613896400981586,0.0,291.524,193.71,85.248,87.597,616.439,706.526,999.191,272.102,116.129,0.8222895464681491
Cp_V2_contig_36261,0.0,4.974,4.828,5.6651,0.27170817849124856,0.0,0.0,0.0,4.709,20.163,0.0,0.0,0.0,14.484,0.0,0.7818663273930058
Cp_V2_contig_36263,0.0,3.515,4.983,5.176,0.14769371318472055,0.0,0.0,10.584,2.42,0.0,4.572,0.0,0.0,0.0,14.949,0.7818663273930058
Cp_V2_contig_36264,11.546,10.816,4.695,-0.0934,0.9601637853453504,0.0,23.091,16.167,16.678,0.0,9.659,11.575,0.0,14.085,0.0,1.0
Cp_V2_contig_36265,0.0,0.935,2.497,3.3719,0.37390096630005887,0.0,0.0,0.0,4.676,0.0,0.0,0.0,0.0,7.492,0.0,0.7818663273930058
Cp_V2_contig_36267,2.926,12.806,2.431,2.0923,0.23200292514021076,0.0,5.853,0.0,7.292,0.0,32.794,23.943,0.0,7.292,0.0,0.7818663273930058
Cp_V2_contig_36270,5.612,8.178,0.0,0.5352,0.7779116125920925,0.0,11.225,0.0,3.041,33.209,4.641,0.0,0.0,0.0,0.0,0.9800301228653567
Cp_V2_contig_36275,8.98,4.91,9.69,-0.858,0.7297560757050303,0.0,17.96,10.657,11.348,0.0,2.544,0.0,0.0,7.092,21.978,0.9628164316004524
Cp_V2_contig_36277,0.0,1.102,6.344,3.5873,0.37390096630005876,0.0,0.0,5.51,0.0,0.0,0.0,0.0,19.031,0.0,0.0,0.7818663273930058
Cp_V2_contig_36281,4.41,14.657,3.445,1.7103,0.3716065233393984,0.0,8.819,0.0,27.142,0.0,0.0,46.142,10.336,0.0,0.0,0.7818663273930058
Cp_V2_contig_36285,8.399,11.614,6.143,0.4629,0.8018565876973452,0.0,16.797,0.0,43.395,12.199,2.475,0.0,0.0,7.292,11.138,0.9897336474359563
Cp_V2_contig_36288,7.136,7.046,8.998,-0.018,0.9922046963325805,0.0,14.272,12.759,0.0,0.0,10.897,11.575,0.0,7.292,19.701,1.0
Cp_V2_contig_3629,113.05,182.332,155.676,0.6891,0.6498274683252778,0.0,226.099,211.762,156.903,189.765,183.253,169.978,244.773,144.142,78.113,0.9393007629657963
Cp_V2_contig_363,0.0,1.994,0.0,4.388,0.3739009663000589,0.0,0.0,0.0,0.0,0.0,9.969,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_3630,2.806,1.102,0.0,-1.2738,0.652594304516964,0.0,5.612,5.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9398256418570126
Cp_V2_contig_36300,0.0,4.754,2.397,5.6011,0.13423663756488924,0.0,0.0,5.075,4.807,0.0,13.887,0.0,0.0,7.192,0.0,0.7818663273930058
Cp_V2_contig_36303,0.0,1.306,6.523,3.8139,0.192739953814813,0.0,0.0,0.0,4.022,0.0,2.509,0.0,11.976,7.592,0.0,0.7818663273930058
Cp_V2_contig_3631,26.98,53.116,49.674,0.9747,0.5102518060105654,0.0,53.959,36.393,101.637,100.135,15.366,12.051,23.788,44.152,81.083,0.8902966551535446
Cp_V2_contig_36311,0.0,7.716,18.191,6.2884,0.09050537730936846,0.0,0.0,9.207,4.676,20.332,4.366,0.0,21.327,8.99,24.255,0.7818663273930058
Cp_V2_contig_36312,45.5,38.113,63.26,-0.255,0.8978165881305245,0.0,91.001,21.386,59.288,37.275,50.256,22.357,75.63,77.815,36.334,1.0
Cp_V2_contig_36313,1.523,1.344,0.0,-0.1689,0.9357038502195678,0.0,3.047,0.0,0.0,0.0,6.72,0.0,0.0,0.0,0.0,1.0
Cp_V2_contig_36319,6.294,10.583,15.519,0.7406,0.6212707269401117,0.0,12.588,16.275,19.065,0.0,6.634,10.941,11.484,14.184,20.889,0.9325428557606357
Cp_V2_contig_3632,47.665,97.825,189.678,1.0357,0.4749074234146443,0.0,95.331,134.698,115.437,44.053,100.753,94.186,94.497,269.405,205.132,0.8811143061996468
Cp_V2_contig_36326,0.0,4.981,0.0,5.6671,0.37390096630005887,0.0,0.0,0.0,0.0,24.907,0.0,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36327,0.0,3.363,0.0,5.1138,0.21858322205236075,0.0,0.0,0.0,0.0,11.691,5.122,0.0,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36329,5.973,1.265,4.917,-2.1536,0.5728821997691519,0.0,11.946,0.0,0.0,0.0,6.325,0.0,0.0,0.0,14.751,0.9116109904693114
Cp_V2_contig_36330,0.0,3.515,7.984,5.1758,0.1469860644728141,0.0,0.0,10.584,4.48,0.0,2.509,0.0,23.952,0.0,0.0,0.7818663273930058
Cp_V2_contig_36335,9.782,15.072,35.273,0.6186,0.7230785251674039,0.0,19.563,10.947,0.0,0.0,12.959,51.453,48.397,0.0,57.421,0.9611345799801527
Cp_V2_contig_36338,4.316,9.607,7.345,1.1362,0.4982611768817839,0.0,8.632,7.08,5.265,31.967,3.724,0.0,0.0,2.531,19.503,0.8811143061996468
Cp_V2_contig_36340,2.806,18.322,24.136,2.6642,0.026318387807101964,0.0,5.612,24.504,9.058,28.804,17.669,11.575,22.148,29.668,20.592,0.7818663273930058
Cp_V2_contig_36344,6.053,6.396,0.0,0.0782,0.9673185119374055,0.0,12.107,3.516,4.84,0.0,0.0,23.626,0.0,0.0,0.0,1.0
Cp_V2_contig_36345,0.0,2.139,0.0,4.4845,0.17973982763912053,0.0,0.0,0.0,4.905,0.0,0.0,5.788,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36352,227.863,87.361,64.104,-1.3821,0.6481146372839109,0.0,455.727,99.03,96.307,75.398,31.453,134.619,0.0,94.796,97.517,0.938851797818144
Cp_V2_contig_36360,5.933,9.737,4.785,0.7054,0.6501526449439318,0.0,11.866,5.147,7.227,24.737,0.0,11.575,0.0,0.0,14.355,0.9393007629657963
Cp_V2_contig_36361,5.973,44.55,82.336,2.8781,0.15618468221760567,0.0,11.946,127.521,18.019,50.491,16.569,10.148,0.0,133.154,113.852,0.7818663273930058
Cp_V2_contig_36362,0.0,0.0,4.211,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.632,0.0,0.0,1.0
Cp_V2_contig_36364,2.926,13.35,8.354,2.1519,0.09331934395242011,0.0,5.853,0.0,12.884,12.369,18.666,22.833,0.0,12.786,12.276,0.7818663273930058
Cp_V2_contig_36366,2.926,12.223,8.732,2.0257,0.23020246458733634,0.0,5.853,30.811,2.453,0.0,5.019,22.833,11.812,14.384,0.0,0.7818663273930058
Cp_V2_contig_36368,8.619,8.777,11.163,0.0259,0.9888578045087341,0.0,17.238,21.169,4.84,0.0,17.875,0.0,11.812,21.676,0.0,1.0
Cp_V2_contig_3637,13.75,48.281,55.197,1.8045,0.16499387857382408,0.0,27.501,51.98,94.459,37.784,21.347,35.835,24.445,85.506,55.639,0.7818663273930058
Cp_V2_contig_36371,2.926,3.091,8.148,0.0764,0.9689099815325852,0.0,5.853,0.0,0.0,12.877,2.578,0.0,24.445,0.0,0.0,1.0
Cp_V2_contig_36376,4.65,32.668,0.0,2.7862,0.0896888298919342,0.0,9.301,26.28,27.437,80.82,11.997,16.808,0.0,0.0,0.0,0.7818663273930058
Cp_V2_contig_36380,0.0,8.176,4.917,6.3708,0.13339785473147978,0.0,0.0,5.727,12.002,0.0,0.0,23.15,0.0,0.0,14.751,0.7818663273930058
Cp_V2_contig_36381,2.726,22.475,6.323,2.9979,0.031213530591576964,0.0,5.452,15.949,16.057,24.907,10.587,44.873,11.976,6.992,0.0,0.7818663273930058
Cp_V2_contig_3639,53.638,91.78,75.9,0.7738,0.6498898253012234,0.0,107.277,12.542,19.588,24.907,300.54,101.321,184.072,7.392,36.235,0.9393007629657963
Cp_V2_contig_36394,3.768,0.584,0.0,-2.4989,0.5518234441591902,0.0,7.537,0.0,0.0,0.0,2.922,0.0,0.0,0.0,0.0,0.9078846173048445
Cp_V2_contig_36397,119.664,166.671,84.675,0.4777,0.7648530108444024,0.0,239.329,86.271,308.705,243.984,42.178,152.22,23.952,121.367,108.704,0.9752052113359156
Cp_V2_contig_36398,124.996,137.805,308.092,0.1406,0.9401110104621069,0.0,249.992,475.286,39.373,23.043,92.812,58.509,57.092,414.646,452.538,1.0
Cp_V2_contig_36400,14.592,42.159,43.811,1.5242,0.27895903856359183,0.0,29.184,44.875,45.063,25.246,60.569,35.042,0.0,50.944,80.489,0.7818663273930058
Cp_V2_contig_36407,0.0,14.495,27.468,7.1894,0.01892741605421849,0.0,0.0,10.584,27.208,18.214,5.053,11.416,45.608,29.568,7.227,0.7818663273930058
Cp_V2_contig_36408,5.853,9.179,4.156,0.6404,0.7270378119710599,0.0,11.706,0.0,0.0,0.0,11.962,33.932,12.468,0.0,0.0,0.9622031971026179
Cp_V2_contig_36409,0.0,4.125,5.838,5.4009,0.15213881680954447,0.0,0.0,5.51,0.0,12.538,2.578,0.0,0.0,10.189,7.326,0.7818663273930058
Cp_V2_contig_36413,0.0,34.609,23.492,8.4392,0.035468900297691584,0.0,0.0,2.646,45.766,59.048,13.973,51.612,12.304,28.769,29.404,0.7818663273930058
Cp_V2_contig_36416,8.058,7.735,2.331,-0.0583,0.975524424000757,0.0,16.116,21.386,4.774,0.0,12.512,0.0,0.0,6.992,0.0,1.0
Cp_V2_contig_36417,2.886,0.0,4.761,-4.9003,0.5000000000000001,0.0,5.773,0.0,0.0,0.0,0.0,0.0,0.0,14.284,0.0,0.8811143061996468
Cp_V2_contig_3642,0.0,2.109,2.508,4.4653,0.3580527868726211,0.0,0.0,0.0,10.236,0.0,0.309,0.0,0.0,0.0,7.524,0.7818663273930058
Cp_V2_contig_36420,0.0,0.0,2.442,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.326,1.0
Cp_V2_contig_36424,11.004,43.259,33.819,1.9652,0.12528224050078235,0.0,22.009,31.536,56.966,19.315,38.551,69.926,23.46,53.741,24.255,0.7818663273930058
Cp_V2_contig_36427,8.579,1.884,7.552,-2.129,0.5771588241525609,0.0,17.158,5.365,0.0,0.0,4.056,0.0,8.039,7.092,7.524,0.914112218426199
Cp_V2_contig_36432,0.0,15.261,14.617,7.2631,0.09483442370703205,0.0,0.0,19.936,19.261,37.106,0.0,0.0,0.0,43.852,0.0,0.7818663273930058
Cp_V2_contig_36437,28.984,32.01,8.415,0.1428,0.9341060649978875,0.0,57.968,37.988,15.533,24.907,30.25,51.374,0.0,0.0,25.246,1.0
Cp_V2_contig_36439,2.886,0.0,0.0,-4.9003,0.5000000000000001,0.0,5.773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_36447,3.047,0.491,4.861,-2.4138,0.5539542647520352,0.0,6.093,0.0,2.453,0.0,0.0,0.0,0.0,14.584,0.0,0.9078846173048445
Cp_V2_contig_36455,0.0,36.493,22.849,8.5154,0.010574689290956453,0.0,0.0,49.66,20.766,15.927,38.397,57.717,0.0,26.571,41.977,0.7818663273930058
Cp_V2_contig_36458,8.699,0.0,0.0,-6.4593,0.5000000000000001,0.0,17.398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8811143061996468
Cp_V2_contig_36459,2.967,9.67,3.993,1.6718,0.2142733294501051,0.0,5.933,19.502,4.905,12.369,0.0,11.575,0.0,0.0,11.979,0.7818663273930058
Cp_V2_contig_36461,0.0,3.486,15.093,5.1641,0.37390096630005887,0.0,0.0,0.0,0.0,0.0,17.428,0.0,45.28,0.0,0.0,0.7818663273930058
