gene_id,log2FC,pvalue,mean_hyd,mean_rehyd
MSTRG.1,-0.40654897860942163,0.6709058883077179,3.55174,2.433950333333333
MSTRG.3,-0.12539481585579396,0.8518678084951391,3.835653,3.4330999999999996
MSTRG.2,0.7467438484804793,0.395934408251971,1.146574,2.6019539999999997
MSTRG.7,-0.3913471400107329,0.49469126688889786,6.693353666666667,4.8655463333333335
MSTRG.8,2.170301739833199,0.20895563377701168,65.93133766666666,300.2696813333334
MSTRG.9,1.607242187152749,0.30525121011219897,27.686447333333334,86.39868033333333
MSTRG.6,1.5184015052657822,0.014403926194505519,1.4923773333333334,6.139999666666665
MSTRG.11,-1.4029673398931366,0.10244553305668402,4.0016506666666665,0.891377
MSTRG.13,-0.4925468750604284,0.3659763833075149,258.233312,183.25506066666665
MSTRG.17,0.3550668789849879,0.6093364003741446,0.75809,1.248676
MSTRG.22,0.26412782321942535,0.11910388534418342,17.694023666666666,21.44983666666667
MSTRG.16,0.04404021319449106,0.916144170212984,52.60126233333333,54.262743666666665
MSTRG.10,-0.4067920339471165,0.5691830049743868,15.460043333333333,11.415790333333334
MSTRG.4,-0.442781285888229,0.307348562856805,746.6166586666667,549.032715
MSTRG.12,1.4402569084007055,0.0694702298654168,1.140633,4.809018333333333
MSTRG.14,2.377256417600886,0.41017056607475627,2.7852083333333333,18.66596566666667
MSTRG.15,-0.6477095032127845,0.14134960272435793,129.35491933333333,82.204619
MSTRG.20,0.3023799860442911,0.8276611347611261,2.0032596666666667,2.7035509999999996
MSTRG.18,0.626408187617742,0.39417339365671467,3.9253396666666664,6.60333
MSTRG.21,0.6599692676441162,0.047919522461134754,10.448836333333333,17.089722
MSTRG.19,1.2402189232359366,0.5313440342779663,2.737218,7.8285936666666665
MSTRG.24,1.3223552225475779,0.09557905223622697,17.702526333333335,45.77016066666666
MSTRG.25,2.9409991693285606,0.39201802349766035,0.0,6.6794296666666675
MSTRG.26,2.6497648363301534,0.3963664945650177,2.103656,18.477458000000002
MSTRG.28,3.72413284094339,0.27203285198985466,1.902871,37.36219333333333
MSTRG.29,1.9019159806562083,0.07974114312988363,4.675139333333333,20.208516333333332
MSTRG.30,3.559872769812259,0.0026252127711951507,0.0,10.793113666666668
MSTRG.27,-0.08532318866004564,0.8978945403938765,49.146673666666665,46.26691866666667
MSTRG.31,0.9845491026417834,0.163144344056114,3.8983186666666665,8.692277666666667
MSTRG.33,1.034449455544812,0.014756393603463301,5.123989666666667,11.543963
MSTRG.32,0.46404254758724717,0.6031825862546921,1.288589,2.1568833333333335
MSTRG.34,-0.42768810934108076,0.7048968184180454,2.5322163333333334,1.626034
MSTRG.37,0.20281180412923186,0.37629334745878196,3.580641333333334,4.272040333333333
MSTRG.35,0.13127231240293163,0.8607439421471496,9.651739333333333,10.666415333333333
MSTRG.38,-0.3276720736790023,0.40230338176618446,8.182798333333333,6.317048333333332
MSTRG.39,-0.11892301270015208,0.47909639670321447,42.871699,39.400343666666664
MSTRG.40,-0.03484842521434943,0.897749141696738,205.96967066666664,201.03019700000002
MSTRG.41,-0.43733414643150625,0.21056599821536823,87.79943566666667,64.57820266666666
MSTRG.42,-0.813757588529951,0.39521086131368904,3.4134803333333337,1.510821
MSTRG.43,-0.4817219527674346,0.08946774616166842,10.085731000000001,6.938739999999999
MSTRG.44,0.41005362259138484,0.09337547301877344,12.433060000000003,16.848979666666665
MSTRG.45,0.13145511977790073,0.10541307439719813,13.187655999999999,14.541129666666665
MSTRG.46,0.8253651468623622,0.03478330225782276,5.505728666666667,10.528043666666667
MSTRG.48,0.06408156042270392,0.4297698953725552,12.942319666666668,13.575568666666667
MSTRG.47,-0.1586146236889442,0.740881188740713,1.8443309999999997,1.548193333333333
MSTRG.49,0.09980634299599671,0.8731347759505289,0.9142736666666668,1.0513923333333333
MSTRG.53,9.595038667169205e-05,0.999846864350026,4.347570666666667,4.347926333333334
MSTRG.50,0.7333664034579621,0.37882439920199157,2.5471673333333333,4.897215
MSTRG.51,-0.61330442551178,0.28897690887516075,2.594929666666667,1.3499973333333335
MSTRG.52,0.45764016375114164,0.5604153345397593,3.5391376666666665,5.233569
MSTRG.54,-0.25215419304322734,0.20373312298869484,3.274502,2.5890503333333332
MSTRG.55,0.6479847392426105,0.36204548123494434,2.680184666666667,4.7667676666666665
MSTRG.56,-0.5997552236660841,0.29074396636097183,3.943823666666667,2.2622606666666667
MSTRG.57,0.6983792189441742,0.2898834887982945,2.557111,4.772055666666666
MSTRG.58,-0.35762445673561044,0.09777938812437306,3.790295333333333,2.7385793333333326
MSTRG.59,-0.5404718427607598,0.311880059718884,3.3590406666666666,1.997041
MSTRG.61,-0.16478535164771818,0.4678174522646189,33.742658,29.99257833333333
MSTRG.60,-0.13326579738035146,0.7579842636878728,24.12567866666667,21.90871866666667
MSTRG.63,-0.03349581911151094,0.953715063697922,30.835706666666667,30.105074666666667
MSTRG.62,-0.1467972776070614,0.7715342345676028,38.464903666666665,34.64680933333333
MSTRG.65,0.11609830094907883,0.37986684667570636,8.766808,9.585264666666667
MSTRG.66,0.9158349165962492,0.40735077379837403,5.99402,12.195342000000002
MSTRG.64,0.8174118896836018,0.40885402691856826,5.111562,9.77005
MSTRG.67,0.2536963513020444,0.5396412122979782,13.066705333333333,15.771140666666668
MSTRG.68,-0.10808729750095263,0.7912615073880341,76.83762866666666,71.21910100000001
MSTRG.69,-1.006316408676406,0.03794165628680727,80.660984,39.65211866666667
MSTRG.70,-0.2937905161191624,0.5035278336351319,211.71089166666664,172.52017233333333
MSTRG.71,-0.8586315044828337,0.14955583777651343,23.574388,12.552171000000001
MSTRG.72,-0.4943738333963141,3.818130031796757e-05,81.83354433333334,57.80102433333334
MSTRG.75,0.5906831878373506,0.07716843232205148,9.968234666666667,15.517719666666666
MSTRG.73,0.7367974537394251,0.03345619229718331,6.433259666666667,11.387322333333332
MSTRG.74,1.8734856516909864,0.044838307400074225,0.0,2.664168
MSTRG.76,1.51126915529387,0.18560845404786785,0.0,1.8506070000000001
MSTRG.77,-0.0972530674484415,0.7858910492462022,10.288949333333333,9.553036333333333
MSTRG.78,-0.0836058332498666,0.6746376262169803,7.195499333333333,6.734060333333333
MSTRG.79,-0.0024267229519602074,0.9892380272556253,6.343335333333333,6.330993666666667
MSTRG.80,-0.325251261266229,0.14845363336428277,13.734633,10.760585333333333
MSTRG.81,0.44632246847431284,0.18018344210985826,21.471140000000002,29.618334
